@relation  penbased
@attribute At1 integer[0,100]
@attribute At2 integer[0,100]
@attribute At3 integer[0,100]
@attribute At4 integer[0,100]
@attribute At5 integer[0,100]
@attribute At6 integer[0,100]
@attribute At7 integer[0,100]
@attribute At8 integer[0,100]
@attribute At9 integer[0,100]
@attribute At10 integer[0,100]
@attribute At11 integer[0,100]
@attribute At12 integer[0,100]
@attribute At13 integer[0,100]
@attribute At14 integer[0,100]
@attribute At15 integer[0,100]
@attribute At16 integer[0,100]
@attribute Class{0,1,2,3,4,5,6,7,8,9}
@inputs At1,At2,At3,At4,At5,At6,At7,At8,At9,At10,At11,At12,At13,At14,At15,At16
@outputs Class
@data
32, 86, 0, 61, 10, 4, 57, 0, 100, 30, 97, 87, 50, 100, 4, 87, 0
15, 95, 7, 70, 14, 20, 64, 0, 100, 36, 83, 85, 30, 100, 0, 59, 0
47, 100, 14, 69, 0, 31, 27, 0, 77, 13, 100, 48, 86, 86, 38, 98, 0
68, 89, 20, 86, 0, 49, 22, 11, 70, 0, 100, 32, 94, 73, 57, 100, 0
56, 92, 15, 68, 0, 24, 39, 0, 86, 16, 100, 60, 76, 100, 30, 93, 0
17, 86, 1, 59, 18, 11, 72, 0, 100, 42, 82, 90, 28, 100, 0, 56, 0
80, 88, 43, 100, 9, 70, 0, 31, 28, 0, 78, 11, 100, 46, 90, 85, 0
26, 83, 18, 45, 40, 0, 89, 6, 100, 54, 71, 94, 21, 100, 0, 57, 0
46, 100, 10, 71, 0, 28, 32, 0, 76, 20, 100, 59, 87, 99, 39, 98, 0
17, 74, 20, 40, 39, 0, 84, 5, 100, 46, 83, 86, 35, 100, 0, 71, 0
62, 100, 22, 78, 0, 44, 2, 6, 48, 0, 88, 24, 100, 60, 63, 80, 0
16, 86, 0, 43, 25, 1, 68, 0, 100, 35, 90, 85, 50, 100, 13, 75, 0
56, 99, 18, 67, 0, 27, 33, 0, 84, 22, 100, 61, 82, 99, 32, 100, 0
15, 85, 0, 40, 18, 0, 64, 8, 93, 44, 100, 89, 58, 100, 16, 79, 0
17, 96, 0, 45, 26, 0, 73, 1, 100, 48, 88, 100, 44, 99, 23, 52, 0
70, 100, 21, 78, 0, 40, 11, 0, 65, 6, 94, 43, 100, 82, 45, 88, 0
17, 97, 3, 55, 14, 10, 66, 0, 100, 37, 90, 83, 39, 100, 0, 66, 0
71, 100, 29, 69, 0, 32, 24, 0, 76, 18, 100, 56, 85, 95, 31, 98, 0
34, 89, 14, 84, 0, 38, 24, 0, 75, 3, 100, 42, 82, 86, 34, 100, 0
19, 75, 0, 37, 31, 0, 79, 26, 100, 71, 57, 100, 7, 75, 7, 32, 0
15, 58, 0, 19, 33, 0, 71, 18, 100, 52, 93, 93, 54, 100, 15, 85, 0
17, 96, 0, 63, 6, 20, 50, 0, 95, 22, 100, 64, 71, 100, 25, 86, 0
12, 100, 0, 62, 11, 19, 49, 0, 88, 19, 100, 60, 72, 93, 30, 92, 0
29, 100, 0, 62, 1, 18, 50, 0, 96, 27, 100, 69, 54, 95, 2, 80, 0
25, 79, 5, 36, 32, 0, 75, 19, 100, 60, 81, 100, 35, 94, 0, 62, 0
40, 100, 11, 66, 0, 22, 35, 0, 78, 16, 100, 55, 83, 95, 39, 99, 0
4, 58, 0, 22, 46, 0, 99, 17, 100, 54, 72, 88, 20, 100, 7, 66, 0
41, 72, 7, 50, 0, 7, 46, 0, 82, 34, 100, 76, 59, 100, 15, 76, 0
31, 94, 0, 62, 2, 17, 40, 0, 78, 20, 100, 60, 80, 98, 37, 100, 0
40, 82, 0, 48, 8, 0, 65, 5, 100, 45, 99, 93, 45, 100, 5, 64, 0
25, 76, 0, 39, 15, 0, 68, 1, 98, 36, 100, 76, 58, 100, 7, 90, 0
39, 77, 0, 43, 13, 2, 67, 0, 96, 39, 100, 84, 54, 100, 5, 76, 0
16, 75, 0, 41, 27, 5, 77, 0, 100, 37, 85, 78, 43, 100, 7, 71, 0
74, 92, 30, 100, 0, 65, 2, 25, 44, 0, 94, 20, 100, 60, 79, 98, 0
47, 98, 5, 67, 0, 23, 46, 0, 95, 23, 100, 67, 60, 100, 10, 83, 0
48, 98, 16, 69, 0, 32, 29, 0, 84, 22, 100, 60, 86, 98, 24, 100, 0
52, 95, 8, 73, 10, 22, 55, 0, 100, 24, 96, 74, 51, 100, 0, 91, 0
26, 91, 19, 39, 49, 0, 92, 18, 100, 70, 62, 100, 17, 88, 0, 42, 0
31, 100, 0, 64, 1, 16, 43, 0, 83, 25, 100, 71, 65, 98, 20, 84, 0
20, 67, 0, 27, 36, 0, 84, 17, 100, 60, 77, 100, 31, 85, 10, 44, 0
7, 96, 0, 61, 13, 22, 61, 0, 100, 30, 98, 69, 59, 100, 13, 86, 0
24, 73, 0, 38, 13, 0, 66, 10, 96, 44, 100, 83, 55, 100, 9, 78, 0
66, 88, 16, 70, 0, 23, 45, 0, 97, 28, 100, 74, 49, 100, 18, 66, 0
33, 89, 19, 50, 35, 8, 78, 0, 100, 38, 85, 80, 45, 100, 0, 88, 0
26, 52, 16, 8, 63, 0, 100, 34, 99, 81, 54, 100, 6, 82, 0, 38, 0
33, 93, 8, 58, 0, 20, 35, 0, 78, 21, 100, 55, 94, 93, 48, 100, 0
63, 100, 23, 77, 0, 39, 3, 0, 61, 7, 100, 38, 99, 78, 46, 96, 0
16, 76, 2, 44, 16, 0, 84, 12, 100, 57, 75, 100, 9, 88, 0, 44, 0
18, 68, 0, 21, 44, 0, 89, 22, 100, 75, 58, 100, 11, 81, 1, 31, 0
63, 100, 18, 89, 0, 44, 14, 0, 62, 12, 96, 49, 100, 95, 54, 93, 0
49, 100, 14, 71, 0, 24, 33, 0, 73, 8, 100, 45, 83, 89, 44, 95, 0
10, 97, 2, 47, 24, 1, 74, 0, 100, 43, 82, 90, 33, 100, 0, 65, 0
27, 100, 0, 66, 6, 28, 45, 0, 100, 20, 100, 57, 76, 92, 21, 90, 0
12, 95, 0, 53, 8, 12, 60, 0, 99, 31, 100, 73, 56, 100, 7, 78, 0
8, 97, 14, 72, 0, 35, 10, 0, 69, 18, 100, 53, 90, 90, 25, 100, 0
51, 100, 17, 77, 17, 21, 63, 0, 100, 42, 83, 93, 29, 99, 0, 52, 0
5, 73, 0, 27, 38, 0, 81, 12, 100, 58, 78, 100, 31, 99, 10, 57, 0
38, 94, 4, 63, 0, 20, 41, 0, 84, 19, 100, 60, 77, 98, 32, 100, 0
29, 83, 5, 60, 8, 14, 64, 0, 100, 35, 89, 81, 33, 100, 0, 83, 0
8, 87, 0, 43, 10, 0, 61, 3, 95, 38, 100, 81, 53, 100, 1, 83, 0
42, 77, 50, 88, 8, 48, 0, 1, 63, 0, 98, 43, 100, 91, 38, 100, 0
75, 93, 46, 87, 10, 49, 0, 8, 58, 0, 100, 31, 66, 66, 22, 100, 0
34, 93, 7, 61, 0, 25, 34, 0, 81, 12, 100, 46, 98, 83, 62, 100, 0
10, 97, 0, 46, 20, 0, 70, 12, 100, 55, 87, 100, 37, 86, 10, 43, 0
100, 81, 56, 100, 12, 79, 0, 33, 30, 0, 78, 14, 94, 58, 66, 93, 0
30, 83, 8, 43, 19, 3, 71, 0, 100, 36, 87, 78, 39, 100, 0, 73, 0
15, 67, 0, 24, 32, 0, 76, 24, 100, 62, 86, 100, 37, 90, 3, 57, 0
0, 39, 2, 62, 11, 5, 63, 0, 100, 43, 89, 99, 36, 100, 0, 57, 0
14, 81, 0, 40, 19, 1, 65, 0, 99, 30, 100, 73, 65, 100, 24, 81, 0
16, 100, 0, 68, 20, 26, 53, 0, 92, 11, 100, 54, 72, 86, 33, 96, 0
31, 78, 0, 57, 14, 13, 59, 0, 100, 23, 98, 69, 62, 100, 19, 91, 0
26, 64, 0, 28, 26, 0, 72, 24, 100, 60, 97, 99, 45, 100, 7, 71, 0
40, 81, 5, 60, 8, 2, 62, 0, 100, 44, 92, 99, 38, 100, 0, 55, 0
65, 84, 31, 100, 0, 63, 15, 16, 62, 0, 100, 30, 89, 78, 44, 94, 0
27, 96, 0, 59, 1, 10, 38, 0, 75, 20, 100, 59, 75, 97, 36, 100, 0
20, 88, 0, 52, 14, 14, 63, 0, 97, 31, 100, 71, 64, 100, 16, 84, 0
77, 100, 48, 90, 24, 30, 56, 0, 100, 43, 90, 94, 34, 72, 0, 21, 0
0, 62, 11, 17, 45, 0, 80, 14, 100, 52, 86, 92, 49, 100, 16, 83, 0
21, 69, 0, 48, 19, 7, 61, 0, 94, 30, 100, 74, 67, 100, 29, 83, 0
26, 89, 13, 44, 29, 1, 72, 0, 100, 36, 85, 79, 45, 100, 0, 92, 0
9, 77, 0, 28, 33, 0, 74, 16, 100, 56, 77, 95, 33, 100, 1, 68, 0
31, 91, 1, 62, 0, 20, 37, 0, 80, 15, 100, 52, 86, 91, 44, 100, 0
0, 37, 17, 0, 66, 1, 100, 31, 96, 71, 59, 100, 12, 98, 9, 59, 0
22, 88, 15, 37, 37, 0, 77, 12, 100, 51, 77, 92, 37, 100, 0, 78, 0
16, 92, 11, 30, 51, 0, 94, 0, 100, 57, 63, 98, 20, 100, 0, 43, 0
17, 74, 2, 33, 25, 0, 75, 22, 100, 59, 96, 99, 40, 100, 0, 71, 0
10, 98, 0, 54, 7, 11, 51, 0, 90, 30, 100, 72, 66, 100, 18, 88, 0
0, 47, 5, 25, 52, 0, 93, 30, 100, 75, 62, 100, 30, 63, 42, 22, 0
100, 62, 79, 100, 34, 94, 4, 59, 0, 13, 44, 0, 79, 22, 85, 61, 0
0, 85, 42, 97, 30, 75, 23, 21, 72, 0, 100, 47, 87, 100, 36, 99, 0
29, 100, 0, 61, 8, 14, 59, 0, 100, 33, 97, 80, 48, 91, 18, 53, 0
27, 100, 2, 56, 12, 8, 62, 0, 100, 33, 94, 79, 46, 94, 0, 72, 0
15, 98, 0, 58, 13, 17, 57, 0, 96, 24, 100, 67, 70, 100, 29, 83, 0
38, 100, 20, 61, 26, 20, 65, 0, 100, 27, 92, 67, 48, 85, 0, 79, 0
9, 100, 0, 66, 20, 25, 61, 0, 100, 21, 93, 64, 54, 91, 9, 76, 0
9, 86, 1, 51, 27, 11, 76, 0, 100, 39, 84, 83, 37, 100, 0, 69, 0
43, 91, 9, 59, 0, 14, 43, 0, 85, 22, 100, 67, 68, 100, 21, 97, 0
33, 96, 6, 60, 0, 18, 39, 0, 79, 20, 100, 59, 93, 100, 50, 99, 0
22, 89, 0, 46, 9, 0, 46, 0, 79, 24, 100, 67, 75, 100, 39, 97, 0
37, 93, 2, 89, 0, 33, 42, 0, 92, 11, 100, 65, 60, 100, 9, 91, 0
19, 100, 10, 46, 29, 0, 75, 15, 100, 58, 65, 92, 19, 85, 0, 40, 0
44, 86, 14, 77, 0, 34, 28, 1, 70, 0, 100, 33, 85, 76, 48, 100, 0
66, 100, 30, 87, 8, 56, 0, 21, 31, 0, 75, 17, 100, 47, 89, 79, 0
97, 100, 41, 81, 14, 13, 71, 23, 100, 85, 77, 85, 47, 53, 0, 0, 0
9, 100, 4, 64, 0, 24, 28, 0, 69, 18, 100, 49, 92, 84, 46, 90, 0
54, 63, 45, 100, 1, 53, 11, 0, 75, 18, 100, 74, 44, 98, 0, 54, 0
98, 89, 53, 100, 12, 72, 0, 27, 37, 0, 86, 21, 100, 63, 92, 90, 0
51, 75, 45, 31, 71, 0, 100, 24, 96, 71, 66, 100, 30, 91, 0, 63, 0
0, 44, 15, 0, 62, 5, 95, 40, 100, 88, 60, 100, 27, 64, 11, 17, 0
27, 94, 1, 60, 0, 20, 38, 0, 81, 16, 100, 53, 92, 93, 51, 100, 0
18, 26, 43, 0, 77, 5, 100, 43, 88, 86, 55, 100, 21, 88, 0, 52, 0
0, 87, 56, 98, 100, 100, 84, 80, 67, 60, 56, 40, 51, 20, 44, 0, 1
0, 54, 26, 89, 36, 100, 32, 61, 40, 22, 4, 0, 40, 3, 100, 4, 1
100, 84, 31, 100, 0, 88, 8, 70, 15, 53, 15, 35, 0, 17, 0, 0, 1
0, 32, 34, 50, 63, 76, 94, 100, 100, 84, 86, 55, 73, 27, 70, 0, 1
0, 78, 50, 86, 100, 100, 85, 80, 73, 60, 58, 40, 50, 19, 31, 0, 1
0, 65, 46, 91, 50, 100, 50, 62, 52, 23, 4, 2, 12, 5, 100, 0, 1
0, 63, 41, 77, 79, 94, 100, 100, 85, 74, 75, 48, 71, 22, 82, 0, 1
0, 56, 34, 68, 69, 83, 100, 100, 97, 75, 87, 50, 78, 24, 76, 0, 1
31, 63, 69, 79, 100, 100, 87, 85, 64, 62, 43, 40, 21, 17, 0, 0, 1
55, 78, 81, 100, 67, 70, 51, 40, 36, 10, 0, 0, 49, 4, 100, 7, 1
0, 81, 41, 79, 79, 96, 100, 100, 95, 74, 87, 49, 78, 23, 78, 0, 1
0, 59, 59, 78, 100, 100, 96, 94, 63, 71, 37, 47, 11, 23, 0, 0, 1
0, 45, 19, 64, 59, 83, 100, 100, 89, 77, 67, 51, 46, 25, 26, 0, 1
0, 33, 31, 60, 69, 86, 81, 100, 72, 72, 72, 44, 76, 16, 100, 0, 1
22, 57, 50, 98, 61, 100, 56, 50, 35, 10, 0, 2, 52, 6, 100, 0, 1
0, 59, 55, 87, 100, 100, 88, 56, 89, 12, 32, 3, 5, 2, 88, 0, 1
42, 71, 79, 100, 73, 81, 58, 34, 38, 0, 0, 11, 50, 10, 100, 10, 1
25, 68, 51, 100, 52, 78, 54, 42, 54, 5, 0, 0, 43, 1, 100, 1, 1
94, 92, 100, 100, 77, 83, 62, 65, 43, 47, 26, 29, 15, 12, 0, 0, 1
0, 56, 34, 75, 88, 100, 77, 66, 71, 31, 39, 1, 24, 0, 100, 1, 1
0, 44, 30, 61, 67, 80, 100, 100, 96, 80, 83, 53, 68, 26, 62, 0, 1
24, 66, 55, 84, 100, 100, 79, 80, 52, 60, 29, 40, 12, 20, 0, 0, 1
0, 71, 46, 84, 100, 100, 92, 83, 70, 62, 46, 41, 22, 21, 11, 0, 1
0, 57, 12, 65, 52, 83, 94, 100, 100, 82, 75, 55, 52, 28, 35, 0, 1
80, 100, 100, 97, 75, 82, 55, 66, 35, 50, 20, 34, 5, 16, 0, 0, 1
0, 65, 32, 69, 66, 84, 100, 100, 89, 75, 77, 49, 66, 23, 62, 0, 1
63, 92, 100, 100, 77, 85, 54, 69, 34, 52, 17, 35, 3, 17, 0, 0, 1
76, 100, 100, 94, 88, 77, 76, 61, 60, 46, 40, 30, 20, 14, 0, 0, 1
17, 81, 46, 90, 100, 100, 83, 80, 59, 60, 37, 40, 13, 20, 0, 0, 1
0, 27, 32, 51, 66, 75, 99, 100, 100, 87, 79, 58, 57, 29, 40, 0, 1
41, 69, 71, 100, 67, 71, 54, 31, 41, 1, 0, 0, 50, 1, 100, 3, 1
0, 54, 46, 77, 100, 100, 79, 80, 71, 55, 65, 30, 56, 5, 100, 0, 1
2, 75, 37, 100, 56, 99, 58, 61, 46, 25, 0, 0, 34, 5, 100, 8, 1
0, 27, 34, 51, 70, 75, 100, 100, 83, 77, 68, 52, 55, 26, 47, 0, 1
100, 100, 66, 89, 48, 75, 34, 60, 17, 45, 10, 30, 3, 15, 0, 0, 1
0, 53, 39, 62, 72, 80, 100, 100, 93, 77, 82, 51, 73, 25, 68, 0, 1
3, 67, 43, 91, 57, 100, 49, 63, 36, 27, 0, 0, 43, 4, 100, 5, 1
0, 54, 30, 84, 54, 100, 53, 64, 46, 27, 5, 0, 41, 0, 100, 4, 1
