@relation  penbased
@attribute At1 integer[0,100]
@attribute At2 integer[0,100]
@attribute At3 integer[0,100]
@attribute At4 integer[0,100]
@attribute At5 integer[0,100]
@attribute At6 integer[0,100]
@attribute At7 integer[0,100]
@attribute At8 integer[0,100]
@attribute At9 integer[0,100]
@attribute At10 integer[0,100]
@attribute At11 integer[0,100]
@attribute At12 integer[0,100]
@attribute At13 integer[0,100]
@attribute At14 integer[0,100]
@attribute At15 integer[0,100]
@attribute At16 integer[0,100]
@attribute Class{0,1,2,3,4,5,6,7,8,9}
@inputs At1,At2,At3,At4,At5,At6,At7,At8,At9,At10,At11,At12,At13,At14,At15,At16
@outputs Class
@data
57, 91, 22, 70, 0, 24, 37, 0, 81, 21, 100, 67, 69, 100, 30, 73, 0
19, 100, 8, 57, 21, 18, 66, 0, 100, 29, 79, 66, 30, 78, 0, 47, 0
86, 100, 56, 99, 19, 67, 0, 25, 31, 0, 81, 15, 100, 53, 78, 93, 0
24, 77, 18, 34, 46, 0, 89, 20, 100, 62, 78, 100, 31, 90, 0, 55, 0
49, 100, 13, 69, 0, 27, 30, 0, 74, 19, 100, 56, 83, 94, 36, 98, 0
21, 80, 8, 35, 35, 0, 77, 7, 100, 45, 77, 88, 37, 100, 0, 76, 0
35, 93, 23, 80, 0, 41, 2, 0, 55, 3, 92, 34, 100, 75, 61, 100, 0
24, 77, 0, 46, 22, 8, 70, 0, 100, 32, 90, 74, 51, 100, 5, 90, 0
50, 91, 16, 70, 0, 30, 29, 0, 76, 24, 100, 62, 89, 100, 36, 85, 0
12, 77, 0, 37, 23, 0, 74, 4, 98, 39, 100, 80, 61, 100, 23, 71, 0
20, 81, 0, 39, 22, 0, 68, 5, 100, 37, 89, 83, 47, 100, 14, 68, 0
56, 100, 19, 76, 0, 37, 13, 0, 66, 9, 100, 41, 94, 80, 44, 84, 0
1, 76, 0, 42, 16, 0, 65, 2, 100, 35, 95, 79, 50, 100, 3, 84, 0
69, 100, 22, 80, 0, 34, 31, 0, 80, 28, 100, 75, 56, 99, 7, 71, 0
65, 100, 22, 75, 0, 36, 22, 0, 73, 8, 100, 45, 84, 86, 37, 99, 0
0, 59, 9, 36, 43, 0, 91, 20, 100, 65, 65, 100, 15, 84, 10, 41, 0
0, 64, 2, 26, 35, 0, 77, 12, 100, 46, 96, 85, 58, 100, 19, 80, 0
25, 100, 0, 69, 1, 20, 43, 0, 87, 16, 100, 61, 72, 100, 29, 96, 0
31, 100, 0, 67, 2, 26, 42, 0, 86, 20, 100, 60, 73, 93, 25, 85, 0
27, 96, 0, 65, 4, 24, 53, 0, 94, 29, 100, 71, 62, 100, 9, 83, 0
28, 92, 12, 44, 35, 0, 83, 11, 100, 57, 72, 100, 25, 95, 0, 52, 0
35, 98, 6, 70, 0, 25, 34, 0, 77, 12, 100, 50, 84, 92, 41, 100, 0
14, 73, 0, 27, 38, 0, 84, 10, 100, 55, 75, 96, 31, 100, 9, 60, 0
30, 85, 0, 47, 9, 5, 66, 0, 100, 36, 100, 79, 56, 100, 39, 60, 0
23, 96, 5, 56, 0, 15, 41, 0, 83, 25, 100, 63, 81, 100, 34, 98, 0
23, 97, 0, 48, 17, 0, 58, 3, 93, 35, 100, 89, 59, 100, 23, 73, 0
26, 65, 0, 46, 4, 1, 54, 0, 95, 30, 100, 75, 59, 100, 12, 82, 0
36, 88, 6, 47, 9, 0, 63, 7, 100, 44, 100, 88, 48, 100, 0, 73, 0
12, 78, 7, 36, 33, 2, 83, 0, 100, 38, 85, 78, 43, 100, 0, 80, 0
82, 80, 47, 100, 5, 75, 0, 32, 34, 0, 85, 14, 100, 55, 85, 97, 0
35, 100, 4, 69, 5, 30, 42, 0, 92, 24, 100, 63, 60, 93, 0, 78, 0
50, 99, 21, 80, 0, 37, 25, 0, 76, 16, 100, 58, 79, 100, 29, 95, 0
31, 89, 0, 55, 14, 12, 64, 0, 100, 29, 94, 72, 53, 100, 3, 91, 0
42, 76, 27, 30, 55, 0, 90, 30, 100, 77, 65, 100, 25, 79, 0, 40, 0
38, 64, 8, 67, 0, 20, 40, 0, 85, 26, 100, 69, 63, 100, 21, 87, 0
15, 79, 8, 36, 37, 0, 89, 21, 100, 63, 73, 100, 21, 82, 0, 43, 0
7, 86, 0, 62, 15, 20, 62, 0, 100, 31, 96, 73, 53, 100, 8, 78, 0
10, 76, 0, 34, 26, 0, 69, 9, 100, 42, 97, 84, 57, 100, 14, 87, 0
56, 88, 10, 61, 0, 15, 50, 0, 91, 35, 100, 81, 52, 100, 9, 67, 0
39, 84, 17, 56, 31, 11, 74, 0, 100, 38, 87, 81, 44, 100, 0, 87, 0
24, 87, 31, 38, 61, 0, 100, 25, 96, 72, 57, 100, 10, 87, 0, 42, 0
53, 86, 14, 64, 0, 29, 26, 0, 76, 18, 100, 52, 98, 87, 49, 100, 0
34, 100, 24, 100, 0, 53, 8, 4, 59, 0, 100, 34, 69, 68, 14, 69, 0
15, 89, 0, 54, 19, 0, 74, 7, 100, 57, 64, 100, 12, 85, 7, 32, 0
22, 80, 0, 35, 32, 0, 87, 22, 100, 69, 61, 100, 18, 65, 9, 19, 0
71, 95, 25, 88, 0, 43, 15, 0, 64, 11, 100, 50, 87, 95, 38, 100, 0
31, 100, 12, 65, 0, 26, 28, 0, 71, 22, 100, 55, 93, 92, 44, 89, 0
6, 90, 0, 45, 21, 0, 72, 0, 100, 41, 86, 88, 37, 100, 9, 59, 0
35, 100, 2, 66, 0, 21, 41, 0, 87, 9, 100, 51, 69, 85, 23, 89, 0
10, 100, 0, 58, 10, 17, 60, 0, 100, 32, 94, 73, 46, 97, 0, 74, 0
38, 100, 7, 83, 0, 35, 32, 0, 81, 10, 100, 54, 70, 92, 21, 90, 0
33, 83, 1, 71, 0, 13, 62, 0, 100, 48, 73, 100, 16, 77, 8, 20, 0
5, 42, 0, 7, 44, 0, 87, 15, 100, 64, 68, 100, 25, 93, 20, 48, 0
46, 94, 13, 69, 0, 28, 32, 0, 77, 7, 100, 44, 85, 83, 43, 100, 0
44, 79, 19, 60, 6, 14, 55, 0, 100, 34, 92, 79, 35, 100, 0, 69, 0
12, 88, 4, 47, 15, 8, 68, 0, 100, 34, 99, 73, 54, 100, 0, 90, 0
25, 77, 15, 82, 0, 40, 21, 0, 73, 0, 100, 38, 85, 79, 37, 100, 0
71, 100, 27, 76, 1, 33, 24, 0, 74, 23, 100, 65, 51, 79, 0, 58, 0
67, 93, 26, 70, 0, 35, 15, 0, 63, 12, 92, 46, 100, 86, 62, 100, 0
34, 82, 0, 40, 30, 0, 83, 10, 100, 60, 65, 100, 15, 80, 7, 28, 0
98, 68, 72, 100, 25, 83, 0, 39, 27, 0, 77, 4, 100, 47, 95, 83, 0
24, 95, 3, 55, 28, 15, 74, 0, 100, 35, 84, 80, 41, 100, 0, 78, 0
24, 63, 8, 43, 36, 0, 86, 11, 100, 61, 68, 100, 14, 91, 0, 42, 0
11, 100, 0, 48, 17, 0, 68, 4, 100, 46, 89, 94, 40, 92, 13, 50, 0
12, 55, 0, 46, 21, 6, 66, 0, 100, 30, 99, 73, 63, 100, 18, 93, 0
20, 85, 0, 61, 18, 22, 50, 0, 86, 11, 100, 51, 79, 87, 45, 100, 0
15, 78, 2, 43, 20, 5, 69, 0, 100, 34, 92, 73, 53, 99, 0, 100, 0
21, 71, 0, 33, 22, 0, 72, 10, 100, 44, 93, 84, 47, 100, 1, 82, 0
32, 88, 11, 55, 17, 9, 72, 0, 100, 40, 91, 86, 37, 100, 0, 67, 0
85, 84, 39, 95, 0, 57, 10, 9, 62, 0, 100, 38, 92, 88, 43, 100, 0
31, 100, 1, 70, 0, 29, 35, 0, 82, 23, 100, 62, 85, 99, 31, 93, 0
27, 69, 0, 35, 8, 0, 60, 12, 90, 44, 100, 81, 57, 100, 13, 80, 0
91, 100, 42, 86, 0, 11, 52, 0, 100, 70, 39, 77, 76, 71, 21, 7, 0
0, 75, 14, 31, 47, 0, 89, 10, 100, 54, 76, 93, 35, 100, 13, 62, 0
2, 66, 0, 30, 18, 0, 58, 6, 88, 32, 100, 65, 83, 95, 43, 100, 0
0, 88, 10, 48, 33, 12, 75, 0, 100, 35, 87, 75, 50, 100, 6, 95, 0
4, 63, 12, 15, 52, 0, 92, 15, 100, 63, 72, 100, 28, 97, 0, 62, 0
34, 75, 0, 44, 0, 3, 47, 0, 86, 29, 100, 67, 74, 100, 24, 91, 0
7, 54, 8, 14, 56, 0, 99, 24, 100, 68, 63, 100, 12, 97, 0, 56, 0
31, 71, 2, 36, 32, 0, 82, 12, 100, 57, 66, 93, 15, 100, 0, 60, 0
17, 98, 0, 47, 31, 3, 84, 0, 100, 50, 71, 98, 23, 100, 3, 52, 0
13, 88, 5, 45, 26, 0, 73, 7, 100, 49, 85, 93, 37, 100, 0, 70, 0
19, 81, 0, 41, 11, 0, 52, 10, 84, 40, 100, 80, 67, 100, 29, 82, 0
49, 100, 0, 30, 39, 0, 100, 59, 49, 79, 19, 44, 85, 80, 23, 21, 0
86, 53, 90, 92, 36, 100, 0, 62, 0, 16, 52, 0, 100, 27, 100, 66, 0
59, 79, 40, 99, 0, 62, 1, 14, 59, 0, 100, 35, 80, 80, 21, 100, 0
60, 80, 12, 50, 3, 0, 57, 10, 97, 50, 100, 100, 46, 92, 0, 59, 0
13, 83, 0, 61, 4, 15, 54, 0, 98, 28, 100, 73, 55, 100, 16, 71, 0
19, 91, 0, 60, 10, 17, 55, 0, 94, 26, 100, 70, 67, 100, 23, 81, 0
62, 90, 15, 77, 10, 26, 56, 0, 100, 31, 93, 81, 42, 100, 0, 70, 0
10, 100, 0, 60, 14, 18, 60, 0, 100, 24, 96, 66, 58, 95, 19, 73, 0
26, 68, 0, 32, 32, 0, 77, 1, 100, 41, 79, 87, 36, 100, 6, 65, 0
40, 99, 0, 74, 1, 20, 44, 0, 88, 24, 100, 76, 60, 100, 21, 70, 0
22, 99, 7, 64, 0, 25, 36, 0, 83, 27, 100, 64, 76, 100, 19, 95, 0
0, 63, 7, 30, 36, 0, 73, 10, 100, 49, 86, 93, 49, 100, 18, 71, 0
22, 98, 0, 75, 4, 18, 55, 0, 100, 36, 84, 89, 34, 100, 21, 46, 0
16, 67, 0, 27, 33, 0, 77, 21, 100, 60, 91, 100, 40, 99, 0, 73, 0
36, 100, 3, 76, 0, 32, 27, 0, 70, 6, 100, 37, 91, 76, 49, 70, 0
78, 100, 26, 100, 0, 64, 3, 24, 46, 0, 93, 18, 100, 59, 87, 97, 0
96, 43, 63, 0, 1, 7, 0, 57, 38, 100, 100, 94, 81, 45, 36, 7, 0
35, 100, 8, 68, 0, 31, 24, 0, 73, 10, 100, 43, 98, 80, 55, 94, 0
19, 100, 21, 99, 0, 49, 9, 0, 72, 4, 100, 50, 73, 95, 7, 90, 0
37, 100, 8, 78, 0, 39, 18, 4, 59, 0, 91, 26, 100, 64, 72, 92, 0
10, 80, 12, 37, 38, 0, 90, 4, 100, 44, 72, 82, 24, 100, 0, 62, 0
25, 67, 15, 26, 57, 0, 100, 34, 95, 74, 42, 100, 0, 67, 1, 26, 0
100, 35, 94, 76, 62, 100, 22, 75, 0, 37, 18, 0, 58, 17, 71, 55, 0
0, 46, 3, 4, 43, 0, 78, 24, 100, 57, 92, 96, 51, 100, 17, 78, 0
0, 67, 14, 25, 57, 0, 100, 22, 95, 75, 54, 100, 7, 87, 4, 39, 0
0, 76, 63, 91, 100, 100, 90, 80, 73, 60, 57, 40, 50, 20, 60, 0, 1
4, 64, 32, 98, 38, 100, 40, 62, 40, 23, 0, 0, 32, 4, 100, 4, 1
100, 100, 0, 86, 0, 72, 0, 57, 0, 43, 0, 28, 50, 14, 50, 0, 1
0, 33, 40, 52, 73, 75, 100, 100, 100, 86, 87, 58, 76, 29, 73, 0, 1
0, 71, 41, 83, 100, 100, 94, 82, 75, 61, 62, 41, 53, 20, 44, 0, 1
10, 67, 42, 100, 43, 97, 45, 58, 48, 19, 0, 0, 42, 3, 100, 2, 1
0, 68, 43, 82, 90, 100, 100, 94, 87, 71, 78, 47, 76, 23, 81, 0, 1
0, 67, 27, 77, 67, 93, 100, 100, 92, 75, 85, 50, 79, 25, 75, 0, 1
40, 64, 67, 82, 100, 100, 81, 80, 60, 60, 38, 40, 15, 20, 0, 0, 1
46, 65, 81, 100, 70, 82, 60, 28, 24, 0, 0, 0, 50, 3, 100, 9, 1
0, 64, 46, 77, 81, 100, 100, 99, 96, 72, 88, 45, 74, 19, 85, 0, 1
12, 54, 58, 77, 100, 100, 83, 92, 67, 69, 42, 45, 21, 21, 0, 0, 1
0, 60, 20, 68, 59, 85, 100, 100, 86, 76, 67, 50, 49, 26, 39, 0, 1
0, 53, 29, 73, 67, 94, 79, 100, 71, 71, 71, 41, 73, 13, 100, 0, 1
24, 64, 52, 93, 67, 100, 57, 48, 39, 0, 0, 0, 50, 1, 100, 2, 1
31, 74, 88, 100, 100, 95, 98, 55, 96, 16, 25, 2, 0, 0, 100, 2, 1
52, 69, 82, 100, 75, 76, 61, 35, 47, 0, 0, 8, 50, 7, 100, 8, 1
40, 63, 51, 100, 56, 89, 54, 51, 54, 14, 0, 0, 46, 1, 100, 5, 1
100, 100, 91, 90, 76, 75, 62, 60, 44, 45, 29, 30, 15, 15, 0, 0, 1
0, 51, 47, 70, 79, 100, 75, 82, 67, 46, 56, 11, 42, 2, 100, 0, 1
0, 44, 31, 59, 67, 79, 100, 100, 93, 79, 76, 54, 69, 26, 71, 0, 1
0, 64, 43, 81, 100, 100, 74, 83, 43, 62, 13, 42, 4, 20, 9, 0, 1
0, 66, 46, 79, 100, 100, 97, 91, 71, 68, 46, 46, 26, 23, 23, 0, 1
0, 51, 10, 59, 57, 79, 100, 100, 92, 78, 70, 52, 52, 25, 32, 0, 1
90, 100, 100, 94, 50, 79, 40, 63, 20, 47, 10, 32, 0, 16, 0, 0, 1
0, 61, 33, 71, 66, 86, 100, 100, 94, 77, 79, 52, 66, 26, 62, 0, 1
67, 86, 100, 100, 79, 83, 58, 67, 38, 50, 21, 33, 4, 17, 0, 0, 1
100, 100, 96, 97, 93, 80, 82, 63, 71, 46, 46, 30, 25, 14, 0, 0, 1
51, 76, 68, 91, 100, 100, 83, 80, 59, 60, 34, 40, 10, 20, 0, 0, 1
0, 33, 35, 52, 66, 75, 96, 100, 100, 96, 79, 66, 61, 33, 49, 0, 1
33, 74, 71, 100, 60, 71, 47, 30, 26, 0, 0, 3, 50, 2, 100, 4, 1
0, 52, 52, 75, 87, 100, 65, 84, 63, 58, 72, 32, 98, 7, 100, 0, 1
22, 70, 64, 98, 59, 100, 52, 62, 39, 25, 0, 0, 23, 4, 100, 5, 1
0, 34, 39, 52, 74, 75, 100, 100, 92, 83, 77, 55, 62, 28, 52, 0, 1
100, 100, 67, 90, 33, 75, 25, 60, 0, 45, 0, 30, 0, 15, 0, 0, 1
0, 34, 34, 55, 70, 77, 100, 100, 95, 78, 84, 51, 73, 26, 64, 0, 1
0, 66, 47, 97, 50, 100, 51, 60, 50, 20, 1, 0, 35, 4, 100, 9, 1
