@relation  penbased
@attribute At1 integer[0,100]
@attribute At2 integer[0,100]
@attribute At3 integer[0,100]
@attribute At4 integer[0,100]
@attribute At5 integer[0,100]
@attribute At6 integer[0,100]
@attribute At7 integer[0,100]
@attribute At8 integer[0,100]
@attribute At9 integer[0,100]
@attribute At10 integer[0,100]
@attribute At11 integer[0,100]
@attribute At12 integer[0,100]
@attribute At13 integer[0,100]
@attribute At14 integer[0,100]
@attribute At15 integer[0,100]
@attribute At16 integer[0,100]
@attribute Class{0,1,2,3,4,5,6,7,8,9}
@inputs At1,At2,At3,At4,At5,At6,At7,At8,At9,At10,At11,At12,At13,At14,At15,At16
@outputs Class
@data
33, 77, 9, 40, 26, 0, 76, 8, 100, 46, 87, 89, 36, 100, 0, 69, 0
23, 100, 0, 65, 5, 23, 52, 0, 100, 21, 95, 62, 53, 92, 12, 66, 0
100, 47, 85, 86, 43, 100, 7, 73, 0, 28, 31, 0, 70, 22, 78, 61, 0
13, 92, 6, 38, 34, 0, 79, 8, 100, 55, 79, 100, 34, 100, 0, 66, 0
45, 98, 13, 71, 13, 21, 59, 0, 100, 34, 81, 79, 28, 100, 0, 67, 0
55, 100, 9, 78, 0, 36, 29, 0, 83, 17, 100, 58, 79, 97, 21, 89, 0
37, 100, 11, 72, 0, 33, 26, 0, 74, 7, 100, 42, 81, 79, 36, 99, 0
59, 90, 16, 88, 0, 41, 25, 0, 77, 10, 100, 55, 82, 100, 35, 94, 0
60, 100, 19, 81, 0, 44, 14, 7, 62, 0, 97, 27, 100, 66, 62, 86, 0
46, 100, 4, 75, 7, 24, 53, 0, 100, 21, 89, 68, 44, 97, 0, 88, 0
47, 93, 1, 67, 0, 16, 53, 0, 100, 32, 95, 81, 42, 100, 7, 62, 0
62, 91, 17, 92, 0, 42, 30, 0, 82, 6, 100, 56, 70, 100, 22, 95, 0
55, 96, 14, 68, 0, 32, 24, 0, 77, 17, 100, 52, 96, 89, 49, 100, 0
26, 88, 9, 63, 0, 20, 36, 0, 80, 18, 100, 57, 76, 94, 31, 100, 0
47, 100, 19, 67, 0, 30, 20, 0, 68, 5, 100, 33, 91, 72, 50, 88, 0
20, 56, 34, 14, 70, 0, 100, 26, 94, 70, 65, 100, 27, 95, 0, 64, 0
31, 89, 0, 57, 4, 14, 61, 0, 100, 33, 95, 77, 47, 100, 16, 72, 0
29, 94, 2, 59, 0, 17, 47, 0, 90, 25, 100, 66, 71, 100, 19, 98, 0
27, 88, 9, 62, 0, 18, 42, 0, 83, 30, 100, 73, 69, 100, 19, 81, 0
19, 64, 10, 25, 46, 0, 85, 19, 100, 64, 73, 100, 29, 99, 0, 66, 0
84, 88, 39, 100, 3, 68, 0, 27, 41, 0, 91, 15, 100, 54, 84, 94, 0
38, 87, 11, 47, 18, 2, 66, 0, 100, 35, 91, 80, 45, 100, 0, 83, 0
14, 91, 9, 52, 28, 10, 74, 0, 100, 38, 86, 81, 43, 100, 0, 80, 0
58, 100, 18, 84, 0, 41, 11, 0, 58, 0, 100, 20, 96, 61, 64, 96, 0
20, 100, 0, 58, 14, 15, 59, 0, 98, 27, 100, 73, 64, 100, 24, 76, 0
19, 78, 0, 36, 25, 0, 71, 4, 100, 39, 90, 84, 49, 100, 10, 76, 0
53, 100, 15, 69, 0, 29, 30, 0, 78, 22, 100, 60, 68, 90, 11, 83, 0
73, 100, 24, 85, 0, 39, 22, 0, 70, 20, 100, 62, 78, 99, 31, 76, 0
40, 100, 3, 69, 0, 25, 44, 0, 91, 26, 100, 69, 60, 100, 8, 84, 0
42, 100, 8, 74, 0, 28, 31, 0, 74, 8, 100, 45, 89, 88, 49, 95, 0
14, 76, 0, 35, 16, 0, 62, 1, 95, 30, 100, 70, 70, 100, 25, 94, 0
36, 100, 0, 73, 1, 28, 41, 0, 89, 17, 100, 61, 74, 98, 21, 94, 0
34, 92, 16, 51, 39, 9, 84, 0, 100, 43, 79, 85, 35, 100, 0, 70, 0
6, 85, 0, 41, 24, 0, 69, 7, 100, 44, 85, 88, 40, 100, 3, 71, 0
95, 100, 46, 79, 14, 50, 0, 18, 42, 0, 88, 20, 100, 53, 83, 85, 0
3, 70, 0, 25, 41, 0, 89, 18, 100, 61, 75, 100, 25, 100, 14, 58, 0
15, 78, 6, 33, 34, 0, 79, 17, 100, 58, 81, 99, 34, 100, 0, 68, 0
61, 96, 13, 89, 0, 41, 37, 0, 94, 10, 100, 60, 64, 100, 6, 97, 0
93, 77, 51, 100, 3, 77, 0, 32, 39, 0, 90, 20, 100, 63, 54, 84, 0
56, 100, 15, 71, 0, 29, 34, 0, 79, 21, 100, 62, 75, 97, 26, 83, 0
26, 99, 0, 61, 6, 16, 53, 0, 95, 28, 100, 73, 58, 100, 6, 90, 0
34, 100, 0, 70, 1, 17, 40, 0, 80, 15, 100, 61, 66, 90, 26, 81, 0
34, 86, 6, 50, 0, 9, 49, 0, 89, 29, 100, 70, 66, 100, 21, 76, 0
39, 79, 8, 71, 0, 24, 40, 0, 87, 24, 100, 69, 62, 100, 16, 80, 0
56, 100, 17, 72, 0, 29, 34, 0, 79, 20, 100, 60, 74, 96, 31, 83, 0
35, 97, 8, 76, 0, 27, 42, 0, 91, 17, 100, 65, 60, 97, 8, 100, 0
29, 84, 0, 54, 15, 8, 63, 0, 100, 32, 91, 79, 48, 100, 3, 81, 0
56, 100, 17, 71, 0, 31, 28, 0, 80, 16, 100, 56, 80, 93, 28, 89, 0
63, 97, 19, 90, 4, 36, 42, 0, 95, 25, 100, 77, 46, 100, 0, 73, 0
10, 73, 0, 38, 26, 0, 75, 12, 100, 52, 89, 95, 39, 100, 3, 67, 0
24, 84, 0, 42, 11, 0, 61, 9, 95, 44, 100, 89, 54, 100, 14, 70, 0
36, 92, 7, 83, 0, 37, 26, 0, 77, 6, 100, 46, 84, 89, 36, 100, 0
23, 100, 0, 65, 7, 21, 44, 0, 89, 16, 100, 56, 72, 91, 28, 96, 0
33, 88, 0, 51, 5, 0, 69, 4, 100, 50, 85, 100, 28, 89, 11, 39, 0
30, 100, 4, 67, 0, 24, 30, 0, 66, 11, 95, 41, 100, 82, 64, 93, 0
6, 43, 16, 2, 68, 0, 100, 35, 81, 75, 38, 100, 7, 63, 0, 22, 0
23, 89, 0, 52, 11, 14, 60, 0, 96, 30, 100, 70, 63, 100, 11, 92, 0
85, 91, 27, 82, 0, 48, 8, 13, 64, 0, 100, 30, 95, 66, 73, 100, 0
26, 94, 0, 61, 6, 16, 47, 0, 91, 17, 100, 60, 71, 95, 27, 100, 0
11, 23, 44, 0, 87, 15, 100, 50, 83, 84, 41, 100, 0, 80, 2, 46, 0
9, 56, 6, 14, 40, 0, 78, 27, 100, 62, 90, 97, 43, 100, 0, 84, 0
57, 100, 16, 72, 0, 34, 24, 0, 81, 14, 100, 51, 73, 86, 12, 82, 0
49, 91, 14, 65, 0, 31, 18, 0, 81, 6, 100, 38, 86, 72, 49, 100, 0
26, 67, 0, 38, 29, 0, 81, 20, 100, 66, 64, 100, 17, 74, 26, 28, 0
22, 100, 0, 68, 0, 28, 40, 0, 89, 25, 100, 64, 65, 96, 1, 88, 0
11, 80, 10, 25, 46, 0, 87, 11, 100, 61, 69, 97, 26, 100, 0, 61, 0
44, 100, 21, 73, 0, 35, 12, 0, 68, 6, 100, 39, 93, 77, 44, 90, 0
29, 99, 8, 63, 0, 21, 36, 0, 79, 20, 100, 58, 76, 94, 29, 100, 0
29, 95, 0, 63, 4, 19, 52, 0, 96, 23, 100, 68, 66, 100, 16, 87, 0
83, 61, 59, 100, 17, 86, 0, 41, 20, 0, 68, 3, 100, 36, 91, 74, 0
49, 83, 8, 57, 0, 17, 51, 0, 93, 28, 100, 70, 61, 100, 8, 86, 0
42, 86, 24, 44, 36, 0, 82, 3, 100, 48, 86, 92, 34, 100, 0, 63, 0
19, 100, 0, 61, 3, 23, 48, 0, 97, 27, 100, 66, 62, 97, 10, 81, 0
34, 100, 2, 61, 0, 15, 45, 0, 88, 25, 100, 70, 57, 92, 19, 67, 0
26, 88, 0, 49, 9, 5, 61, 0, 100, 30, 94, 73, 52, 100, 4, 83, 0
20, 85, 3, 55, 0, 17, 38, 0, 79, 23, 100, 58, 83, 92, 35, 100, 0
24, 76, 0, 48, 25, 2, 83, 0, 100, 50, 82, 100, 28, 84, 8, 34, 0
94, 82, 45, 100, 1, 63, 0, 9, 53, 0, 100, 30, 97, 85, 47, 97, 0
87, 95, 28, 76, 0, 37, 18, 0, 77, 23, 100, 64, 74, 100, 23, 75, 0
19, 81, 0, 41, 12, 0, 54, 1, 88, 29, 100, 71, 72, 100, 31, 91, 0
44, 99, 11, 71, 0, 30, 30, 0, 74, 11, 100, 47, 88, 86, 46, 100, 0
45, 100, 4, 74, 0, 39, 19, 6, 69, 0, 100, 29, 100, 64, 79, 98, 0
78, 100, 20, 92, 0, 58, 6, 22, 53, 0, 97, 23, 100, 59, 89, 95, 0
11, 90, 0, 41, 31, 0, 82, 0, 100, 46, 77, 92, 30, 100, 3, 58, 0
35, 57, 0, 47, 1, 0, 48, 5, 86, 36, 100, 83, 58, 100, 12, 86, 0
45, 100, 23, 55, 27, 4, 73, 0, 100, 45, 85, 93, 30, 95, 0, 53, 0
53, 91, 19, 73, 0, 30, 23, 0, 67, 14, 100, 46, 90, 86, 48, 100, 0
52, 100, 0, 36, 36, 0, 100, 52, 40, 73, 15, 45, 65, 60, 5, 2, 0
68, 96, 20, 84, 0, 42, 17, 0, 74, 1, 100, 40, 88, 84, 36, 100, 0
17, 72, 16, 36, 40, 0, 86, 12, 100, 53, 79, 92, 31, 100, 0, 67, 0
25, 94, 0, 52, 12, 7, 64, 0, 100, 36, 90, 80, 40, 100, 0, 71, 0
18, 95, 6, 63, 16, 11, 65, 0, 100, 40, 84, 90, 31, 100, 0, 57, 0
32, 100, 9, 63, 0, 21, 30, 0, 70, 14, 100, 43, 87, 79, 47, 90, 0
59, 86, 26, 92, 0, 49, 21, 5, 68, 0, 100, 35, 82, 81, 39, 100, 0
67, 97, 19, 74, 0, 30, 34, 0, 79, 32, 100, 76, 58, 100, 10, 73, 0
27, 100, 0, 64, 4, 8, 63, 0, 100, 46, 73, 96, 12, 79, 0, 25, 0
99, 79, 59, 100, 18, 78, 0, 35, 30, 0, 77, 4, 100, 45, 94, 88, 0
29, 67, 7, 26, 42, 0, 90, 19, 100, 62, 75, 100, 25, 95, 0, 55, 0
62, 98, 22, 72, 0, 29, 28, 0, 77, 15, 100, 57, 86, 100, 37, 97, 0
21, 73, 8, 40, 36, 0, 77, 1, 100, 44, 82, 90, 41, 100, 0, 86, 0
52, 84, 19, 94, 0, 50, 20, 7, 66, 0, 100, 33, 96, 79, 54, 100, 0
5, 75, 0, 46, 16, 5, 67, 0, 100, 34, 92, 75, 47, 100, 6, 77, 0
59, 100, 12, 74, 0, 34, 29, 0, 81, 21, 100, 59, 91, 98, 35, 83, 0
15, 75, 0, 34, 24, 0, 69, 10, 98, 44, 100, 86, 58, 100, 13, 86, 0
11, 78, 0, 36, 25, 0, 68, 5, 100, 37, 96, 83, 57, 100, 20, 80, 0
55, 100, 15, 89, 0, 39, 23, 0, 69, 6, 100, 44, 90, 92, 47, 91, 0
20, 88, 1, 52, 17, 7, 69, 0, 100, 38, 85, 84, 36, 100, 0, 69, 0
77, 100, 31, 84, 0, 44, 1, 0, 60, 5, 100, 40, 83, 81, 32, 72, 0
59, 93, 14, 69, 0, 33, 24, 0, 78, 12, 100, 47, 85, 83, 36, 100, 0
0, 82, 8, 35, 42, 0, 88, 21, 100, 66, 67, 100, 22, 80, 15, 35, 0
2, 60, 0, 18, 33, 0, 73, 19, 100, 53, 98, 92, 54, 100, 14, 83, 0
12, 84, 0, 63, 8, 16, 46, 0, 88, 15, 100, 59, 71, 94, 29, 100, 0
21, 100, 0, 69, 1, 32, 29, 0, 82, 16, 100, 52, 79, 86, 20, 82, 0
39, 93, 0, 64, 4, 15, 46, 0, 86, 27, 100, 73, 62, 100, 18, 86, 0
28, 82, 0, 39, 30, 0, 80, 5, 100, 54, 70, 99, 22, 100, 7, 50, 0
38, 100, 1, 75, 0, 29, 36, 0, 80, 14, 100, 56, 79, 97, 37, 94, 0
5, 65, 2, 25, 41, 0, 89, 11, 100, 54, 70, 92, 23, 100, 0, 64, 0
31, 83, 0, 52, 6, 10, 49, 0, 87, 23, 100, 65, 79, 100, 47, 73, 0
15, 100, 1, 55, 0, 7, 37, 0, 74, 24, 100, 62, 80, 99, 39, 95, 0
27, 100, 0, 58, 12, 5, 62, 0, 100, 39, 97, 91, 48, 97, 18, 53, 0
35, 77, 6, 50, 3, 8, 58, 0, 100, 29, 94, 70, 52, 100, 0, 84, 0
23, 86, 9, 42, 16, 0, 67, 12, 100, 50, 99, 92, 43, 100, 0, 70, 0
4, 70, 0, 27, 34, 0, 70, 1, 100, 34, 90, 86, 55, 100, 20, 83, 0
71, 76, 34, 100, 0, 72, 8, 31, 42, 0, 86, 15, 100, 56, 88, 96, 0
40, 100, 9, 66, 0, 26, 43, 0, 100, 17, 100, 56, 61, 88, 0, 89, 0
46, 100, 18, 76, 0, 32, 29, 0, 77, 18, 100, 59, 75, 98, 23, 96, 0
17, 88, 3, 64, 6, 21, 60, 0, 100, 34, 100, 76, 48, 100, 0, 78, 0
32, 90, 21, 41, 46, 0, 91, 17, 100, 66, 64, 100, 15, 88, 0, 42, 0
44, 97, 9, 62, 0, 13, 41, 0, 82, 26, 100, 72, 63, 100, 17, 92, 0
20, 71, 6, 34, 44, 0, 95, 19, 100, 62, 69, 100, 15, 92, 0, 51, 0
31, 70, 0, 84, 16, 37, 52, 0, 100, 19, 99, 66, 60, 100, 6, 94, 0
25, 72, 0, 36, 21, 0, 65, 6, 99, 35, 100, 80, 62, 100, 25, 81, 0
54, 92, 11, 60, 0, 17, 50, 0, 95, 29, 100, 72, 58, 100, 15, 72, 0
44, 100, 20, 63, 22, 22, 63, 0, 100, 29, 95, 69, 47, 89, 0, 74, 0
19, 86, 18, 35, 57, 0, 100, 24, 92, 72, 47, 100, 0, 77, 1, 31, 0
41, 100, 11, 70, 0, 26, 33, 0, 76, 17, 100, 55, 88, 97, 43, 91, 0
34, 100, 0, 75, 0, 41, 25, 9, 84, 0, 100, 33, 73, 65, 16, 71, 0
16, 74, 0, 50, 25, 0, 76, 3, 100, 52, 74, 99, 21, 100, 0, 51, 0
2, 58, 0, 22, 48, 0, 100, 24, 100, 71, 53, 100, 6, 76, 22, 31, 0
51, 100, 16, 73, 0, 27, 28, 0, 70, 15, 100, 51, 83, 89, 40, 95, 0
40, 100, 13, 69, 0, 30, 22, 0, 73, 19, 100, 53, 92, 91, 39, 95, 0
9, 96, 1, 50, 12, 0, 69, 3, 100, 48, 82, 97, 28, 100, 0, 54, 0
31, 100, 0, 69, 0, 27, 37, 0, 87, 11, 100, 51, 71, 85, 23, 85, 0
13, 94, 0, 52, 16, 11, 66, 0, 100, 32, 90, 74, 48, 100, 5, 78, 0
40, 94, 22, 95, 0, 45, 23, 0, 83, 10, 100, 58, 61, 100, 19, 75, 0
21, 74, 4, 74, 2, 19, 63, 0, 100, 49, 71, 100, 10, 73, 0, 20, 0
13, 57, 3, 18, 40, 0, 81, 28, 100, 66, 81, 100, 31, 85, 0, 54, 0
35, 93, 2, 69, 0, 26, 36, 0, 79, 2, 100, 39, 81, 77, 42, 100, 0
51, 92, 12, 63, 0, 8, 54, 0, 100, 37, 86, 86, 28, 100, 20, 56, 0
19, 92, 0, 51, 17, 7, 64, 0, 100, 29, 91, 77, 50, 100, 4, 87, 0
32, 89, 14, 91, 0, 44, 15, 1, 62, 0, 100, 28, 85, 73, 45, 100, 0
95, 100, 33, 81, 0, 42, 2, 0, 68, 5, 100, 45, 97, 86, 36, 73, 0
36, 100, 8, 70, 0, 27, 28, 0, 68, 10, 96, 44, 100, 84, 61, 86, 0
20, 77, 0, 44, 25, 0, 77, 9, 100, 54, 76, 100, 26, 100, 8, 53, 0
89, 77, 57, 100, 19, 73, 0, 36, 19, 0, 67, 5, 100, 35, 83, 67, 0
18, 84, 15, 44, 39, 4, 83, 0, 100, 43, 83, 84, 37, 100, 0, 71, 0
0, 56, 5, 14, 47, 0, 86, 25, 100, 66, 76, 100, 34, 80, 6, 45, 0
9, 97, 0, 48, 22, 1, 75, 0, 100, 46, 87, 97, 39, 100, 5, 58, 0
23, 76, 0, 42, 17, 4, 68, 0, 100, 32, 99, 72, 62, 100, 12, 90, 0
15, 55, 0, 35, 15, 1, 54, 0, 88, 19, 100, 53, 80, 85, 45, 100, 0
13, 96, 0, 58, 16, 17, 63, 0, 100, 27, 94, 68, 60, 100, 17, 89, 0
26, 77, 0, 33, 28, 0, 69, 15, 100, 52, 85, 97, 44, 100, 4, 84, 0
26, 93, 0, 54, 16, 2, 62, 0, 100, 34, 85, 86, 40, 100, 6, 65, 0
79, 86, 27, 68, 0, 35, 11, 0, 70, 5, 100, 37, 84, 71, 43, 100, 0
35, 100, 7, 65, 0, 21, 37, 0, 79, 18, 100, 58, 83, 97, 37, 100, 0
34, 76, 0, 41, 8, 0, 65, 11, 100, 47, 99, 90, 42, 100, 7, 67, 0
73, 100, 22, 62, 0, 0, 65, 14, 100, 73, 42, 82, 51, 65, 41, 37, 0
0, 94, 9, 35, 42, 7, 78, 0, 100, 41, 73, 85, 37, 100, 8, 70, 0
23, 73, 0, 38, 19, 0, 60, 1, 93, 29, 100, 74, 67, 100, 32, 79, 0
25, 92, 30, 43, 50, 1, 88, 0, 100, 45, 78, 87, 39, 100, 0, 87, 0
5, 87, 5, 30, 41, 0, 83, 9, 100, 58, 70, 100, 29, 95, 0, 51, 0
23, 85, 0, 49, 2, 11, 52, 0, 91, 30, 100, 67, 70, 100, 14, 96, 0
42, 67, 16, 27, 49, 0, 93, 19, 100, 66, 64, 98, 19, 100, 0, 59, 0
19, 90, 4, 44, 24, 0, 75, 12, 100, 55, 82, 99, 30, 100, 0, 60, 0
31, 92, 0, 52, 18, 0, 69, 6, 100, 53, 72, 100, 21, 100, 4, 49, 0
17, 56, 0, 27, 35, 0, 74, 5, 100, 47, 76, 95, 37, 100, 2, 76, 0
17, 94, 0, 57, 16, 10, 64, 0, 100, 32, 98, 80, 55, 100, 14, 73, 0
0, 61, 14, 18, 63, 0, 100, 33, 89, 80, 45, 100, 14, 62, 18, 16, 0
76, 54, 73, 95, 27, 100, 0, 60, 8, 15, 53, 0, 91, 29, 100, 72, 0
4, 25, 68, 64, 33, 97, 0, 36, 38, 0, 100, 43, 96, 100, 22, 85, 0
27, 83, 0, 42, 9, 0, 65, 17, 96, 57, 100, 100, 45, 95, 10, 58, 0
17, 100, 0, 60, 12, 16, 59, 0, 100, 27, 95, 70, 51, 93, 15, 63, 0
38, 90, 0, 75, 0, 32, 42, 0, 93, 23, 100, 66, 60, 100, 1, 94, 0
42, 100, 20, 61, 20, 20, 62, 0, 100, 25, 96, 66, 49, 86, 0, 67, 0
30, 89, 0, 64, 22, 22, 63, 0, 100, 24, 90, 68, 51, 97, 5, 100, 0
11, 75, 4, 45, 21, 1, 81, 0, 100, 43, 88, 87, 29, 100, 0, 67, 0
49, 83, 11, 70, 0, 24, 39, 0, 89, 20, 100, 62, 69, 100, 35, 79, 0
32, 100, 6, 65, 0, 24, 29, 0, 70, 20, 100, 53, 93, 90, 47, 97, 0
14, 85, 0, 48, 25, 10, 73, 0, 100, 35, 85, 76, 43, 100, 0, 84, 0
21, 85, 1, 41, 23, 1, 75, 0, 100, 39, 78, 83, 31, 100, 0, 64, 0
21, 65, 9, 25, 40, 0, 79, 25, 100, 61, 87, 98, 40, 100, 0, 80, 0
27, 100, 0, 69, 1, 26, 33, 0, 73, 8, 100, 41, 91, 77, 52, 75, 0
68, 100, 29, 90, 0, 59, 1, 17, 38, 0, 77, 13, 100, 48, 78, 82, 0
100, 66, 61, 100, 0, 51, 8, 0, 82, 32, 92, 89, 64, 61, 8, 8, 0
36, 84, 9, 86, 0, 38, 27, 0, 72, 9, 100, 47, 88, 94, 46, 100, 0
2, 61, 5, 79, 0, 33, 38, 0, 91, 20, 100, 65, 63, 100, 17, 74, 0
34, 100, 2, 82, 0, 28, 32, 0, 70, 10, 100, 44, 89, 90, 53, 100, 0
59, 100, 24, 68, 24, 19, 69, 0, 100, 42, 74, 85, 21, 63, 0, 19, 0
46, 92, 11, 51, 20, 0, 84, 16, 100, 66, 51, 100, 0, 64, 8, 15, 0
26, 89, 0, 74, 1, 30, 35, 0, 80, 10, 100, 50, 86, 92, 46, 100, 0
0, 45, 17, 4, 55, 0, 89, 24, 100, 70, 72, 100, 36, 83, 18, 39, 0
0, 71, 56, 80, 100, 100, 93, 86, 74, 64, 59, 43, 48, 20, 59, 0, 1
0, 78, 36, 100, 38, 97, 37, 60, 35, 23, 1, 0, 43, 7, 100, 6, 1
100, 100, 42, 89, 26, 74, 11, 59, 5, 45, 0, 29, 0, 14, 21, 0, 1
0, 52, 38, 60, 72, 78, 100, 100, 96, 81, 84, 54, 74, 27, 73, 0, 1
0, 69, 51, 82, 100, 100, 95, 84, 78, 63, 62, 42, 51, 21, 46, 0, 1
9, 65, 43, 98, 52, 100, 49, 60, 60, 21, 0, 0, 12, 4, 100, 6, 1
0, 63, 55, 75, 84, 97, 100, 100, 91, 75, 81, 50, 77, 25, 81, 0, 1
0, 57, 24, 71, 64, 94, 100, 100, 92, 75, 80, 50, 76, 24, 84, 0, 1
30, 61, 67, 79, 100, 100, 91, 90, 63, 68, 37, 46, 15, 23, 0, 0, 1
50, 67, 75, 100, 67, 81, 56, 40, 43, 2, 0, 0, 57, 2, 100, 4, 1
0, 71, 44, 85, 85, 100, 100, 96, 95, 71, 88, 46, 86, 21, 85, 0, 1
0, 55, 58, 77, 100, 100, 89, 97, 63, 73, 37, 49, 11, 24, 0, 0, 1
0, 47, 21, 68, 59, 90, 100, 100, 87, 75, 70, 50, 52, 25, 43, 0, 1
0, 54, 31, 65, 69, 87, 100, 100, 83, 75, 79, 50, 81, 24, 100, 0, 1
13, 54, 44, 89, 54, 100, 52, 53, 45, 7, 0, 0, 49, 0, 100, 5, 1
15, 77, 75, 100, 100, 100, 91, 58, 91, 16, 49, 0, 0, 6, 78, 4, 1
41, 69, 76, 100, 73, 81, 57, 39, 46, 0, 0, 10, 50, 9, 100, 10, 1
29, 62, 52, 100, 50, 95, 52, 54, 52, 12, 0, 0, 45, 4, 100, 5, 1
72, 100, 100, 91, 72, 76, 56, 60, 39, 45, 22, 30, 0, 15, 0, 0, 1
0, 46, 49, 68, 72, 100, 68, 88, 64, 55, 55, 22, 9, 1, 100, 0, 1
0, 34, 35, 55, 68, 78, 100, 100, 92, 79, 75, 53, 62, 27, 61, 0, 1
24, 68, 38, 85, 100, 100, 85, 80, 56, 61, 29, 41, 6, 20, 0, 0, 1
0, 66, 47, 83, 93, 100, 100, 90, 77, 67, 53, 46, 35, 23, 30, 0, 1
0, 45, 0, 61, 48, 82, 100, 100, 97, 78, 72, 51, 45, 24, 33, 0, 1
70, 100, 100, 97, 70, 81, 45, 65, 30, 49, 20, 33, 0, 16, 0, 0, 1
0, 55, 35, 67, 71, 82, 100, 100, 91, 76, 81, 50, 68, 24, 56, 0, 1
79, 89, 100, 100, 79, 83, 57, 67, 36, 50, 18, 34, 7, 17, 0, 0, 1
100, 100, 89, 94, 89, 79, 78, 63, 56, 47, 33, 31, 22, 16, 0, 0, 1
21, 68, 48, 83, 100, 100, 83, 80, 59, 60, 41, 40, 17, 19, 0, 0, 1
0, 38, 32, 56, 66, 78, 99, 100, 100, 91, 81, 60, 62, 31, 46, 0, 1
25, 76, 66, 100, 64, 78, 48, 34, 29, 0, 0, 7, 50, 10, 100, 15, 1
0, 55, 48, 76, 78, 100, 76, 85, 69, 60, 66, 36, 74, 11, 100, 0, 1
7, 70, 36, 100, 55, 98, 48, 61, 44, 24, 0, 0, 35, 6, 100, 5, 1
0, 33, 44, 52, 77, 76, 100, 100, 83, 73, 73, 47, 65, 20, 54, 0, 1
100, 100, 74, 86, 48, 73, 29, 59, 16, 44, 6, 29, 0, 15, 0, 0, 1
0, 52, 33, 67, 68, 82, 100, 100, 94, 77, 82, 50, 69, 23, 72, 0, 1
0, 55, 35, 84, 60, 100, 50, 65, 47, 29, 15, 0, 31, 4, 100, 6, 1
0, 61, 37, 90, 53, 100, 52, 64, 45, 28, 2, 0, 27, 2, 100, 3, 1
