@relation  penbased
@attribute At1 integer[0,100]
@attribute At2 integer[0,100]
@attribute At3 integer[0,100]
@attribute At4 integer[0,100]
@attribute At5 integer[0,100]
@attribute At6 integer[0,100]
@attribute At7 integer[0,100]
@attribute At8 integer[0,100]
@attribute At9 integer[0,100]
@attribute At10 integer[0,100]
@attribute At11 integer[0,100]
@attribute At12 integer[0,100]
@attribute At13 integer[0,100]
@attribute At14 integer[0,100]
@attribute At15 integer[0,100]
@attribute At16 integer[0,100]
@attribute Class{0,1,2,3,4,5,6,7,8,9}
@inputs At1,At2,At3,At4,At5,At6,At7,At8,At9,At10,At11,At12,At13,At14,At15,At16
@outputs Class
@data
60, 100, 18, 97, 0, 49, 23, 3, 75, 0, 100, 45, 82, 91, 32, 89, 0
47, 100, 11, 81, 0, 39, 21, 3, 62, 0, 98, 22, 100, 63, 61, 73, 0
47, 100, 0, 75, 5, 29, 50, 0, 100, 18, 100, 63, 59, 96, 4, 88, 0
30, 71, 4, 60, 0, 11, 54, 0, 100, 32, 97, 80, 45, 100, 6, 66, 0
74, 88, 25, 100, 0, 50, 22, 1, 78, 0, 100, 47, 63, 88, 8, 91, 0
47, 100, 17, 68, 0, 34, 9, 0, 71, 18, 97, 51, 100, 86, 48, 95, 0
25, 88, 8, 68, 0, 27, 39, 0, 87, 15, 100, 56, 73, 89, 20, 100, 0
51, 100, 18, 73, 0, 34, 20, 0, 63, 2, 95, 31, 100, 72, 66, 90, 0
9, 45, 30, 10, 65, 0, 95, 30, 100, 72, 72, 100, 32, 88, 0, 61, 0
37, 84, 0, 53, 7, 11, 64, 0, 100, 35, 100, 78, 50, 100, 7, 69, 0
31, 87, 0, 59, 9, 13, 51, 0, 91, 25, 100, 68, 64, 100, 21, 94, 0
22, 55, 10, 60, 0, 18, 46, 0, 89, 28, 100, 70, 68, 100, 29, 69, 0
12, 67, 14, 25, 50, 0, 93, 17, 100, 57, 72, 91, 28, 100, 0, 67, 0
86, 92, 30, 100, 1, 69, 0, 30, 32, 0, 85, 15, 100, 51, 86, 89, 0
36, 95, 10, 59, 19, 10, 66, 0, 100, 37, 97, 85, 48, 100, 0, 81, 0
18, 100, 8, 53, 24, 5, 69, 0, 100, 39, 91, 87, 45, 98, 0, 79, 0
59, 100, 19, 92, 0, 49, 15, 5, 60, 0, 97, 28, 100, 74, 61, 96, 0
1, 90, 0, 54, 20, 16, 68, 0, 100, 31, 99, 71, 61, 100, 26, 75, 0
4, 77, 0, 35, 28, 0, 74, 2, 100, 37, 89, 80, 48, 100, 12, 73, 0
43, 95, 8, 69, 0, 31, 29, 0, 83, 20, 100, 56, 71, 90, 11, 100, 0
72, 100, 25, 79, 0, 37, 26, 0, 79, 19, 100, 62, 67, 97, 22, 73, 0
35, 91, 4, 68, 0, 25, 42, 0, 89, 25, 100, 67, 63, 100, 13, 83, 0
40, 100, 7, 73, 0, 34, 23, 0, 74, 6, 100, 40, 89, 77, 46, 95, 0
14, 79, 0, 46, 18, 7, 58, 0, 92, 25, 100, 69, 71, 100, 32, 96, 0
42, 99, 8, 69, 0, 28, 39, 0, 85, 24, 100, 64, 74, 100, 21, 85, 0
41, 100, 25, 50, 47, 4, 86, 0, 100, 48, 74, 91, 35, 100, 0, 76, 0
18, 82, 0, 38, 23, 0, 70, 6, 100, 41, 85, 83, 39, 100, 4, 74, 0
80, 81, 42, 77, 10, 46, 0, 2, 42, 0, 82, 19, 100, 60, 77, 100, 0
0, 71, 1, 21, 47, 0, 93, 10, 100, 59, 66, 95, 19, 100, 10, 59, 0
14, 72, 5, 25, 39, 0, 81, 20, 100, 63, 75, 100, 30, 98, 0, 65, 0
42, 97, 27, 86, 0, 40, 26, 0, 86, 13, 100, 59, 65, 100, 5, 93, 0
100, 77, 58, 100, 16, 69, 0, 27, 40, 0, 93, 15, 95, 58, 53, 89, 0
56, 100, 19, 76, 0, 33, 24, 0, 74, 25, 100, 65, 70, 87, 23, 60, 0
25, 100, 2, 74, 5, 23, 51, 0, 100, 20, 98, 71, 55, 99, 0, 96, 0
40, 100, 6, 66, 0, 11, 41, 0, 81, 19, 100, 65, 60, 87, 19, 77, 0
48, 87, 13, 59, 0, 10, 43, 0, 84, 29, 100, 77, 64, 100, 26, 68, 0
51, 88, 14, 74, 0, 27, 35, 0, 85, 24, 100, 69, 61, 100, 15, 76, 0
52, 100, 20, 70, 0, 29, 34, 0, 82, 18, 100, 60, 69, 94, 16, 86, 0
14, 86, 0, 75, 1, 29, 40, 0, 94, 10, 100, 53, 62, 86, 9, 100, 0
31, 81, 1, 43, 13, 1, 68, 0, 100, 36, 96, 79, 48, 100, 0, 80, 0
41, 100, 9, 70, 0, 30, 33, 0, 88, 15, 100, 54, 79, 92, 28, 88, 0
32, 83, 12, 92, 5, 41, 38, 0, 100, 28, 98, 76, 36, 100, 0, 60, 0
20, 71, 0, 29, 31, 0, 78, 12, 100, 51, 84, 93, 37, 100, 8, 66, 0
40, 70, 1, 38, 0, 0, 61, 9, 95, 43, 100, 83, 59, 100, 28, 65, 0
33, 100, 0, 78, 1, 36, 30, 0, 82, 6, 100, 46, 80, 85, 28, 96, 0
25, 100, 0, 63, 2, 17, 43, 0, 86, 10, 100, 52, 74, 90, 32, 97, 0
40, 94, 0, 51, 6, 0, 71, 5, 100, 52, 77, 100, 18, 82, 6, 32, 0
9, 100, 0, 59, 7, 18, 39, 0, 75, 7, 100, 34, 99, 74, 69, 95, 0
17, 37, 24, 0, 73, 14, 100, 50, 89, 90, 43, 100, 11, 66, 0, 25, 0
8, 96, 0, 50, 12, 6, 58, 0, 96, 28, 100, 71, 59, 95, 11, 100, 0
67, 100, 22, 81, 0, 46, 12, 11, 64, 0, 100, 27, 94, 63, 77, 99, 0
23, 83, 0, 48, 10, 9, 53, 0, 91, 23, 100, 63, 75, 97, 31, 100, 0
35, 44, 41, 2, 81, 14, 100, 60, 81, 100, 40, 85, 9, 49, 0, 0, 0
11, 45, 17, 6, 55, 0, 88, 25, 100, 61, 79, 94, 38, 100, 0, 84, 0
46, 100, 11, 69, 0, 24, 35, 0, 81, 14, 100, 53, 62, 80, 17, 72, 0
38, 92, 11, 62, 0, 27, 27, 0, 75, 6, 100, 36, 88, 71, 59, 100, 0
36, 100, 0, 55, 7, 0, 61, 25, 100, 76, 61, 100, 37, 69, 24, 44, 0
10, 100, 1, 66, 0, 19, 40, 0, 84, 28, 100, 72, 59, 98, 7, 88, 0
20, 75, 32, 25, 66, 0, 100, 8, 98, 59, 68, 90, 32, 100, 0, 78, 0
49, 100, 20, 81, 0, 44, 17, 8, 71, 0, 100, 31, 85, 69, 41, 94, 0
29, 100, 5, 66, 0, 26, 35, 0, 81, 18, 100, 56, 83, 93, 33, 96, 0
38, 96, 6, 60, 0, 19, 47, 0, 99, 25, 100, 65, 71, 100, 17, 85, 0
100, 67, 70, 100, 24, 88, 0, 46, 9, 0, 57, 2, 92, 34, 91, 75, 0
50, 98, 10, 61, 0, 10, 49, 0, 95, 27, 100, 76, 52, 100, 2, 86, 0
43, 89, 15, 49, 22, 0, 72, 3, 100, 46, 83, 92, 30, 100, 0, 66, 0
21, 99, 0, 60, 3, 17, 50, 0, 94, 25, 100, 68, 64, 100, 15, 90, 0
31, 100, 0, 78, 7, 28, 51, 0, 96, 14, 100, 64, 58, 89, 29, 55, 0
22, 100, 1, 55, 10, 10, 60, 0, 100, 31, 97, 77, 51, 99, 0, 83, 0
19, 82, 2, 66, 0, 23, 33, 0, 78, 14, 100, 50, 77, 86, 33, 100, 0
1, 92, 0, 49, 26, 0, 80, 1, 100, 51, 74, 100, 24, 83, 27, 29, 0
96, 100, 52, 84, 18, 49, 0, 13, 46, 0, 95, 28, 100, 66, 52, 95, 0
74, 95, 21, 75, 0, 36, 20, 0, 75, 25, 100, 64, 78, 100, 19, 82, 0
23, 79, 0, 46, 6, 5, 53, 0, 89, 29, 100, 71, 67, 100, 25, 83, 0
47, 85, 12, 75, 0, 34, 26, 0, 74, 8, 100, 44, 92, 85, 47, 100, 0
65, 92, 19, 70, 0, 36, 6, 0, 62, 1, 97, 31, 100, 67, 77, 100, 0
79, 100, 27, 86, 0, 53, 9, 15, 53, 0, 95, 25, 100, 63, 76, 99, 0
17, 82, 3, 39, 30, 0, 81, 8, 100, 49, 74, 90, 24, 100, 0, 61, 0
35, 83, 0, 45, 0, 0, 51, 0, 91, 35, 100, 82, 56, 100, 14, 74, 0
52, 100, 21, 67, 29, 14, 72, 0, 100, 40, 80, 88, 35, 97, 0, 65, 0
51, 100, 17, 70, 0, 32, 19, 0, 69, 10, 100, 42, 90, 79, 45, 97, 0
66, 98, 55, 70, 98, 68, 100, 100, 57, 92, 33, 62, 16, 31, 0, 0, 0
73, 90, 24, 77, 0, 39, 20, 0, 73, 2, 100, 40, 97, 81, 52, 100, 0
32, 68, 20, 36, 42, 0, 83, 15, 100, 56, 80, 95, 36, 100, 0, 73, 0
23, 97, 0, 52, 11, 4, 61, 0, 100, 36, 99, 84, 50, 100, 5, 77, 0
11, 100, 0, 68, 22, 14, 66, 0, 100, 35, 78, 88, 34, 100, 13, 51, 0
38, 100, 10, 67, 0, 28, 26, 0, 73, 13, 100, 45, 76, 77, 29, 88, 0
67, 100, 19, 90, 0, 47, 14, 4, 69, 0, 100, 38, 91, 82, 46, 99, 0
68, 92, 22, 71, 0, 27, 36, 0, 84, 22, 100, 66, 67, 100, 17, 83, 0
26, 100, 12, 55, 19, 11, 67, 0, 100, 36, 79, 75, 26, 79, 0, 39, 0
94, 95, 56, 100, 23, 67, 0, 29, 19, 0, 69, 16, 100, 50, 89, 90, 0
19, 85, 20, 39, 44, 0, 86, 18, 100, 62, 73, 100, 26, 97, 0, 60, 0
54, 92, 13, 72, 0, 31, 31, 0, 79, 17, 100, 55, 85, 95, 37, 100, 0
26, 66, 13, 37, 32, 0, 80, 5, 100, 42, 82, 81, 38, 100, 0, 76, 0
48, 73, 27, 86, 0, 48, 7, 5, 53, 0, 91, 27, 100, 71, 66, 100, 0
26, 73, 0, 48, 18, 7, 67, 0, 100, 30, 87, 73, 48, 100, 13, 75, 0
58, 96, 17, 64, 0, 26, 29, 0, 75, 27, 100, 65, 83, 100, 33, 79, 0
17, 70, 0, 32, 24, 0, 67, 14, 97, 48, 100, 90, 59, 100, 28, 71, 0
21, 87, 0, 38, 26, 0, 67, 6, 100, 41, 92, 95, 52, 100, 21, 65, 0
61, 100, 16, 78, 0, 39, 15, 0, 72, 10, 100, 48, 96, 88, 44, 83, 0
13, 76, 1, 44, 15, 0, 67, 1, 100, 38, 93, 85, 45, 100, 0, 74, 0
84, 97, 40, 79, 0, 39, 9, 0, 62, 26, 100, 67, 71, 100, 15, 80, 0
62, 81, 22, 80, 0, 38, 23, 0, 71, 4, 100, 43, 84, 88, 40, 100, 0
3, 77, 2, 39, 39, 0, 90, 20, 100, 71, 53, 100, 0, 78, 10, 43, 0
6, 59, 0, 24, 33, 0, 74, 14, 100, 46, 94, 85, 53, 100, 16, 79, 0
23, 79, 0, 65, 3, 19, 44, 0, 88, 18, 100, 62, 71, 100, 26, 96, 0
21, 100, 0, 64, 2, 23, 40, 0, 86, 18, 100, 56, 75, 91, 30, 81, 0
30, 94, 0, 58, 4, 14, 52, 0, 94, 29, 100, 71, 60, 100, 10, 86, 0
27, 82, 5, 39, 30, 0, 80, 15, 100, 59, 74, 100, 23, 95, 0, 53, 0
44, 94, 6, 74, 0, 28, 35, 0, 78, 13, 100, 53, 76, 91, 32, 100, 0
27, 51, 0, 22, 43, 0, 90, 13, 100, 54, 75, 93, 27, 100, 12, 61, 0
43, 78, 3, 49, 0, 9, 57, 0, 98, 30, 100, 70, 60, 100, 39, 69, 0
11, 90, 1, 57, 0, 19, 41, 0, 84, 27, 100, 64, 87, 100, 35, 97, 0
31, 90, 0, 50, 17, 0, 64, 0, 96, 43, 100, 99, 58, 100, 21, 63, 0
29, 74, 1, 49, 0, 2, 51, 0, 93, 30, 100, 76, 55, 100, 6, 84, 0
44, 95, 23, 49, 22, 0, 68, 4, 100, 45, 100, 94, 47, 100, 0, 75, 0
7, 59, 0, 25, 35, 0, 76, 0, 100, 35, 80, 76, 44, 100, 5, 88, 0
64, 59, 62, 97, 5, 80, 0, 37, 36, 0, 95, 15, 100, 58, 82, 100, 0
43, 100, 8, 67, 3, 27, 41, 0, 87, 27, 100, 66, 54, 92, 0, 74, 0
50, 98, 22, 84, 0, 39, 25, 0, 78, 12, 100, 56, 83, 100, 27, 97, 0
37, 90, 5, 60, 12, 15, 60, 0, 98, 32, 100, 76, 55, 100, 0, 90, 0
35, 84, 24, 28, 54, 0, 87, 28, 100, 81, 66, 100, 30, 83, 0, 48, 0
38, 51, 8, 66, 0, 19, 42, 0, 87, 26, 100, 71, 61, 100, 16, 84, 0
16, 74, 0, 28, 37, 0, 81, 23, 100, 68, 65, 100, 18, 88, 0, 45, 0
18, 73, 0, 73, 10, 24, 54, 0, 100, 22, 95, 71, 52, 100, 5, 84, 0
13, 71, 0, 35, 19, 0, 67, 8, 100, 38, 96, 78, 55, 100, 14, 82, 0
64, 93, 25, 56, 0, 9, 37, 0, 78, 35, 100, 81, 61, 100, 18, 70, 0
46, 88, 24, 61, 19, 11, 63, 0, 100, 29, 86, 78, 45, 100, 0, 86, 0
23, 74, 29, 26, 66, 0, 100, 27, 99, 74, 64, 100, 26, 73, 0, 33, 0
52, 89, 15, 63, 0, 21, 33, 0, 73, 16, 100, 54, 88, 96, 48, 100, 0
55, 100, 16, 79, 0, 39, 5, 0, 61, 1, 100, 31, 67, 61, 5, 67, 0
11, 60, 0, 55, 22, 1, 77, 0, 100, 56, 62, 100, 8, 95, 5, 36, 0
13, 76, 0, 33, 40, 0, 92, 20, 100, 67, 63, 100, 18, 68, 29, 24, 0
56, 100, 27, 79, 0, 39, 12, 0, 66, 15, 100, 51, 93, 93, 38, 93, 0
44, 100, 14, 65, 0, 25, 29, 0, 72, 17, 100, 51, 87, 89, 42, 86, 0
0, 89, 4, 47, 21, 0, 73, 2, 100, 45, 78, 89, 25, 100, 14, 54, 0
29, 100, 8, 62, 0, 20, 41, 0, 87, 19, 100, 59, 60, 86, 8, 89, 0
13, 99, 0, 59, 10, 17, 62, 0, 100, 30, 87, 72, 41, 100, 0, 75, 0
16, 100, 9, 74, 0, 33, 23, 0, 77, 13, 100, 50, 70, 80, 15, 74, 0
46, 90, 14, 79, 9, 19, 61, 0, 100, 47, 76, 100, 18, 85, 0, 28, 0
29, 50, 0, 15, 40, 0, 83, 22, 100, 65, 70, 100, 24, 95, 15, 50, 0
54, 82, 12, 67, 0, 28, 34, 0, 83, 8, 100, 46, 73, 82, 28, 100, 0
42, 87, 3, 64, 0, 16, 55, 0, 100, 34, 88, 80, 29, 100, 4, 65, 0
3, 88, 0, 51, 16, 10, 64, 0, 98, 34, 100, 76, 56, 100, 5, 85, 0
27, 94, 26, 95, 0, 49, 6, 0, 64, 0, 100, 40, 91, 88, 37, 100, 0
100, 100, 53, 77, 20, 40, 13, 0, 65, 15, 94, 51, 56, 78, 0, 78, 0
48, 91, 20, 60, 0, 28, 18, 0, 66, 15, 90, 45, 100, 79, 69, 100, 0
24, 80, 0, 45, 16, 0, 79, 13, 100, 58, 75, 100, 16, 74, 12, 28, 0
93, 84, 52, 100, 6, 83, 0, 35, 28, 0, 77, 6, 100, 47, 89, 79, 0
29, 96, 15, 53, 33, 12, 79, 0, 100, 38, 82, 80, 38, 100, 0, 74, 0
43, 55, 14, 40, 38, 0, 79, 23, 100, 66, 81, 100, 35, 78, 0, 44, 0
7, 81, 0, 58, 14, 8, 67, 0, 100, 42, 91, 94, 39, 100, 16, 55, 0
0, 82, 0, 42, 17, 6, 68, 0, 100, 31, 96, 69, 64, 100, 17, 93, 0
21, 78, 0, 49, 26, 15, 58, 0, 90, 5, 100, 52, 76, 89, 44, 100, 0
20, 75, 0, 45, 29, 11, 69, 0, 100, 26, 90, 73, 56, 100, 17, 94, 0
14, 67, 0, 30, 26, 0, 70, 16, 100, 48, 96, 85, 53, 100, 7, 87, 0
27, 88, 2, 49, 13, 1, 70, 0, 100, 43, 93, 91, 35, 100, 0, 63, 0
89, 100, 38, 83, 0, 44, 2, 0, 61, 2, 100, 40, 100, 88, 45, 98, 0
30, 81, 2, 67, 0, 25, 33, 0, 74, 26, 100, 63, 88, 100, 37, 89, 0
19, 78, 0, 40, 9, 0, 64, 6, 99, 38, 100, 80, 54, 100, 2, 86, 0
80, 100, 28, 96, 0, 20, 52, 0, 100, 65, 61, 94, 57, 68, 32, 30, 0
0, 67, 8, 21, 45, 0, 85, 10, 100, 51, 75, 89, 36, 100, 7, 71, 0
10, 75, 0, 40, 22, 4, 58, 0, 89, 25, 100, 67, 78, 100, 44, 89, 0
0, 93, 24, 56, 49, 21, 80, 0, 100, 35, 83, 81, 52, 100, 23, 91, 0
2, 37, 8, 25, 42, 0, 89, 17, 100, 59, 73, 96, 23, 100, 0, 62, 0
32, 62, 2, 35, 0, 6, 57, 0, 97, 22, 100, 52, 77, 80, 30, 100, 0
25, 57, 20, 21, 62, 0, 100, 22, 95, 68, 61, 100, 14, 99, 0, 57, 0
49, 74, 14, 40, 28, 0, 78, 14, 100, 56, 71, 93, 18, 100, 0, 64, 0
14, 81, 0, 41, 34, 0, 87, 3, 100, 56, 70, 100, 20, 99, 7, 49, 0
16, 68, 0, 40, 26, 0, 73, 10, 100, 50, 82, 93, 32, 100, 1, 73, 0
4, 67, 0, 35, 17, 0, 61, 12, 93, 43, 100, 83, 61, 100, 21, 83, 0
40, 89, 0, 25, 46, 0, 100, 49, 70, 100, 44, 78, 95, 62, 34, 22, 0
100, 47, 92, 98, 39, 100, 0, 64, 4, 15, 55, 0, 98, 31, 95, 76, 0
73, 74, 80, 100, 23, 65, 0, 22, 57, 0, 100, 38, 91, 82, 23, 73, 0
48, 53, 10, 54, 0, 0, 49, 6, 88, 48, 100, 100, 48, 84, 7, 44, 0
12, 62, 0, 58, 7, 11, 59, 0, 100, 29, 92, 76, 47, 100, 8, 69, 0
15, 95, 0, 55, 2, 15, 48, 0, 92, 28, 100, 68, 63, 100, 6, 98, 0
72, 91, 21, 75, 13, 30, 53, 0, 100, 24, 100, 69, 55, 100, 0, 88, 0
22, 98, 0, 60, 17, 19, 62, 0, 100, 25, 96, 68, 62, 100, 21, 86, 0
15, 73, 0, 34, 30, 0, 81, 1, 100, 38, 87, 78, 44, 100, 16, 68, 0
36, 82, 0, 68, 4, 21, 48, 0, 92, 24, 100, 70, 61, 100, 23, 76, 0
28, 97, 20, 71, 0, 26, 28, 0, 74, 21, 100, 63, 73, 100, 24, 96, 0
12, 78, 0, 31, 30, 0, 67, 1, 100, 27, 96, 76, 63, 100, 39, 73, 0
24, 100, 0, 61, 4, 17, 57, 0, 100, 32, 96, 75, 43, 94, 11, 57, 0
19, 81, 0, 39, 22, 0, 77, 17, 100, 57, 85, 100, 33, 98, 28, 56, 0
34, 100, 0, 76, 0, 35, 32, 1, 85, 0, 100, 38, 85, 77, 36, 84, 0
70, 96, 26, 100, 3, 64, 0, 24, 40, 0, 88, 14, 100, 52, 86, 92, 0
95, 31, 44, 2, 0, 26, 11, 69, 60, 100, 100, 73, 84, 30, 40, 0, 0
42, 100, 18, 67, 0, 34, 2, 0, 67, 8, 97, 39, 100, 73, 43, 88, 0
7, 68, 23, 100, 0, 51, 15, 1, 80, 0, 100, 48, 64, 91, 1, 89, 0
33, 100, 15, 85, 0, 40, 13, 0, 46, 3, 76, 25, 100, 61, 84, 95, 0
51, 99, 28, 60, 40, 9, 79, 0, 100, 44, 81, 90, 40, 100, 0, 87, 0
43, 61, 10, 23, 46, 0, 88, 31, 100, 76, 64, 100, 24, 67, 0, 25, 0
76, 49, 70, 92, 27, 100, 0, 66, 3, 19, 41, 0, 80, 21, 100, 57, 0
0, 52, 23, 0, 79, 5, 100, 58, 59, 60, 74, 64, 79, 100, 27, 74, 0
32, 84, 0, 55, 18, 1, 76, 0, 100, 52, 71, 100, 34, 61, 43, 5, 0
0, 73, 59, 85, 100, 100, 84, 80, 72, 60, 59, 40, 50, 20, 53, 0, 1
4, 65, 28, 100, 38, 100, 36, 61, 38, 22, 0, 0, 42, 5, 100, 8, 1
100, 100, 6, 98, 0, 81, 0, 65, 6, 48, 6, 32, 12, 16, 44, 0, 1
0, 36, 39, 49, 72, 74, 100, 100, 97, 87, 84, 58, 71, 28, 73, 0, 1
0, 71, 47, 85, 100, 100, 92, 82, 75, 60, 62, 38, 45, 16, 40, 0, 1
7, 66, 43, 92, 42, 100, 43, 58, 55, 17, 0, 0, 22, 0, 100, 1, 1
0, 58, 42, 78, 90, 99, 100, 100, 87, 75, 78, 50, 76, 25, 84, 0, 1
0, 66, 21, 72, 65, 88, 100, 100, 94, 75, 87, 49, 79, 23, 79, 0, 1
33, 63, 67, 82, 100, 100, 84, 85, 59, 64, 37, 43, 16, 21, 0, 0, 1
55, 61, 81, 100, 68, 79, 56, 33, 30, 0, 0, 1, 51, 2, 100, 6, 1
0, 64, 43, 78, 81, 100, 100, 98, 95, 73, 88, 49, 81, 24, 83, 0, 1
4, 55, 60, 77, 100, 100, 80, 92, 56, 70, 40, 46, 32, 23, 0, 0, 1
0, 51, 19, 63, 59, 82, 100, 100, 84, 76, 67, 51, 51, 26, 40, 0, 1
0, 59, 33, 67, 67, 92, 88, 100, 71, 75, 67, 50, 67, 23, 100, 0, 1
15, 46, 48, 82, 66, 100, 59, 48, 37, 7, 0, 2, 51, 0, 100, 6, 1
7, 78, 78, 100, 100, 93, 98, 51, 98, 9, 22, 0, 0, 1, 93, 2, 1
57, 70, 81, 100, 72, 71, 60, 35, 50, 0, 0, 4, 49, 6, 100, 9, 1
22, 72, 55, 100, 54, 89, 53, 50, 55, 12, 0, 1, 49, 0, 100, 4, 1
83, 100, 100, 91, 78, 76, 61, 61, 44, 45, 28, 30, 11, 15, 0, 0, 1
0, 43, 26, 68, 70, 100, 73, 80, 67, 41, 55, 3, 27, 0, 100, 0, 1
0, 44, 28, 59, 67, 78, 100, 100, 89, 83, 75, 56, 65, 28, 67, 0, 1
5, 64, 30, 83, 100, 100, 75, 80, 50, 60, 25, 40, 0, 20, 5, 0, 1
0, 62, 50, 81, 100, 100, 96, 87, 71, 64, 46, 43, 25, 21, 32, 0, 1
0, 50, 13, 63, 56, 83, 100, 100, 94, 75, 75, 50, 54, 24, 31, 0, 1
86, 93, 100, 100, 64, 84, 39, 67, 22, 51, 8, 34, 0, 17, 0, 0, 1
0, 75, 31, 72, 67, 84, 100, 100, 94, 82, 80, 54, 68, 27, 56, 0, 1
65, 94, 100, 100, 82, 83, 71, 67, 41, 50, 18, 33, 6, 17, 0, 0, 1
94, 100, 100, 100, 94, 84, 82, 66, 65, 49, 41, 33, 18, 16, 0, 0, 1
36, 81, 69, 90, 100, 100, 80, 80, 60, 60, 41, 40, 20, 19, 0, 0, 1
0, 33, 35, 48, 64, 74, 92, 100, 100, 97, 80, 65, 60, 33, 43, 0, 1
23, 85, 69, 100, 62, 68, 53, 27, 32, 0, 0, 2, 50, 5, 100, 3, 1
0, 57, 57, 79, 83, 100, 60, 76, 62, 52, 68, 27, 66, 2, 100, 0, 1
8, 69, 58, 95, 62, 100, 54, 61, 44, 23, 0, 0, 29, 3, 100, 8, 1
0, 21, 41, 46, 73, 73, 100, 100, 85, 84, 73, 56, 61, 28, 56, 0, 1
100, 100, 100, 90, 50, 75, 25, 60, 0, 45, 0, 30, 0, 15, 0, 0, 1
0, 36, 35, 56, 68, 78, 100, 100, 94, 76, 80, 51, 70, 25, 70, 0, 1
0, 69, 43, 96, 59, 100, 51, 60, 46, 20, 13, 0, 42, 6, 100, 10, 1
