@relation  australian
@attribute A1{0,1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4{1,2,3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8{0,1}
@attribute A9{0,1}
@attribute A10 integer[0,67]
@attribute A11{0,1}
@attribute A12{1,2,3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class{0,1}
@inputs A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14
@outputs Class
@data
1, 1917.0, 4.0, 1, 3, 4, 1.0, 0, 0, 0, 1, 2, 360, 1001, 0
0, 1792.0, 54.0, 2, 8, 4, 175.0, 0, 1, 1, 1, 2, 80, 6, 0
1, 3367.0, 2165.0, 2, 8, 4, 15.0, 0, 0, 0, 0, 3, 120, 1, 0
0, 3733.0, 25.0, 2, 3, 8, 21.0, 0, 0, 0, 0, 2, 260, 247, 0
1, 19.0, 0.0, 1, 1, 1, 0.0, 0, 1, 4, 0, 2, 45, 2, 0
1, 2517.0, 3.0, 2, 8, 4, 125.0, 0, 1, 1, 0, 2, 0, 23, 0
1, 4425.0, 5.0, 2, 7, 4, 1075.0, 1, 0, 0, 0, 1, 400, 1, 0
0, 2225.0, 125.0, 1, 1, 1, 325.0, 0, 0, 0, 0, 2, 280, 1, 0
1, 3157.0, 5.0, 1, 6, 4, 85.0, 1, 0, 0, 0, 2, 0, 1, 0
1, 20.0, 125.0, 1, 4, 4, 125.0, 0, 0, 0, 0, 2, 140, 5, 0
0, 5758.0, 2.0, 2, 1, 1, 65.0, 0, 1, 1, 0, 2, 0, 11, 0
0, 295.0, 1085.0, 1, 14, 4, 1.0, 0, 0, 0, 0, 2, 280, 14, 0
0, 2717.0, 125.0, 2, 1, 1, 0.0, 0, 1, 1, 0, 2, 92, 301, 0
1, 3992.0, 5.0, 2, 3, 5, 21.0, 0, 0, 0, 0, 2, 550, 1, 0
0, 5025.0, 835.0, 2, 6, 4, 5.0, 0, 0, 0, 1, 2, 240, 118, 0
1, 1625.0, 0.0, 1, 6, 4, 25.0, 0, 0, 0, 0, 2, 60, 1, 0
0, 3058.0, 10665.0, 2, 11, 8, 85.0, 0, 1, 12, 1, 2, 129, 4, 0
1, 3958.0, 5.0, 2, 1, 1, 0.0, 0, 1, 2, 0, 2, 17, 2, 0
1, 2958.0, 475.0, 2, 7, 4, 2.0, 0, 1, 1, 1, 2, 460, 69, 0
1, 2775.0, 129.0, 2, 4, 8, 25.0, 0, 0, 0, 1, 1, 140, 1, 0
1, 2983.0, 125.0, 1, 4, 4, 25.0, 0, 0, 0, 0, 2, 224, 1, 0
0, 1817.0, 10.0, 1, 11, 8, 165.0, 0, 0, 0, 0, 2, 340, 1, 0
1, 2925.0, 13.0, 2, 2, 8, 5.0, 0, 0, 0, 0, 2, 228, 1, 0
1, 3733.0, 2665.0, 2, 13, 4, 165.0, 0, 0, 0, 1, 2, 0, 502, 0
0, 3483.0, 125.0, 1, 3, 8, 5.0, 0, 0, 0, 1, 2, 160, 1, 0
1, 4317.0, 5.0, 2, 3, 5, 225.0, 0, 0, 0, 1, 2, 141, 1, 0
0, 1575.0, 375.0, 2, 8, 4, 1.0, 0, 0, 0, 0, 2, 120, 19, 0
1, 1625.0, 835.0, 2, 7, 4, 85.0, 1, 0, 0, 0, 1, 200, 1, 0
0, 2008.0, 125.0, 2, 8, 4, 0.0, 0, 0, 0, 0, 2, 0, 1, 0
0, 2975.0, 665.0, 2, 9, 4, 25.0, 0, 0, 0, 1, 2, 300, 1, 0
1, 1742.0, 65.0, 2, 3, 4, 125.0, 0, 0, 0, 0, 2, 60, 101, 0
0, 245.0, 2415.0, 1, 8, 4, 0.0, 0, 0, 0, 0, 2, 120, 1, 0
0, 2083.0, 85.0, 2, 8, 4, 165.0, 0, 0, 0, 0, 2, 0, 352, 0
1, 2217.0, 12125.0, 2, 8, 4, 3335.0, 0, 1, 2, 1, 2, 180, 174, 0
1, 2067.0, 415.0, 2, 8, 4, 125.0, 0, 0, 0, 0, 2, 0, 45, 0
0, 285.0, 1.0, 2, 11, 4, 1.0, 1, 1, 2, 1, 2, 167, 501, 0
1, 5242.0, 15.0, 2, 2, 4, 375.0, 0, 0, 0, 1, 2, 0, 351, 0
1, 2167.0, 1165.0, 1, 4, 4, 25.0, 1, 1, 1, 0, 2, 180, 21, 0
1, 1958.0, 585.0, 2, 1, 1, 0.0, 0, 1, 3, 0, 2, 350, 770, 0
1, 3633.0, 379.0, 2, 9, 4, 1165.0, 1, 0, 0, 1, 2, 200, 1, 0
1, 2742.0, 125.0, 2, 6, 5, 25.0, 0, 0, 0, 1, 2, 720, 1, 0
0, 3157.0, 15.0, 2, 1, 1, 0.0, 0, 1, 2, 1, 2, 200, 106, 0
0, 1917.0, 585.0, 1, 6, 4, 585.0, 1, 0, 0, 1, 2, 160, 1, 0
1, 3617.0, 55.0, 2, 3, 5, 5.0, 0, 0, 0, 0, 2, 210, 688, 0
1, 3017.0, 1085.0, 1, 8, 4, 4.0, 0, 0, 0, 0, 2, 170, 180, 0
1, 165.0, 125.0, 2, 8, 4, 165.0, 0, 0, 0, 0, 2, 132, 1, 0
1, 22.0, 7835.0, 1, 3, 5, 165.0, 0, 0, 0, 1, 2, 184, 1, 0
1, 3125.0, 2835.0, 2, 1, 1, 0.0, 0, 1, 5, 0, 2, 176, 147, 0
1, 2292.0, 17.0, 2, 7, 4, 85.0, 0, 0, 0, 0, 1, 0, 1, 0
0, 3325.0, 3.0, 1, 6, 4, 2.0, 0, 0, 0, 0, 2, 180, 1, 0
1, 2558.0, 335.0, 2, 4, 8, 35.0, 0, 0, 0, 1, 2, 340, 1, 0
0, 3325.0, 25.0, 1, 8, 4, 25.0, 0, 0, 0, 1, 2, 0, 3, 0
0, 5708.0, 335.0, 2, 3, 5, 1.0, 1, 0, 0, 1, 2, 252, 2198, 0
1, 235.0, 275.0, 2, 1, 1, 45.0, 0, 0, 0, 0, 2, 160, 26, 0
1, 1967.0, 10.0, 1, 4, 8, 835.0, 1, 0, 0, 1, 2, 140, 1, 0
1, 2067.0, 125.0, 1, 8, 8, 1375.0, 1, 1, 3, 1, 2, 140, 211, 0
0, 225.0, 85.0, 2, 11, 4, 175.0, 1, 1, 10, 0, 2, 80, 991, 0
1, 2508.0, 171.0, 2, 14, 4, 1665.0, 1, 1, 1, 1, 2, 395, 21, 1
1, 2825.0, 504.0, 1, 8, 5, 15.0, 1, 1, 8, 1, 2, 144, 8, 1
1, 3267.0, 55.0, 2, 11, 8, 55.0, 1, 1, 12, 1, 2, 408, 1001, 1
1, 3083.0, 0.0, 2, 9, 4, 125.0, 1, 1, 1, 0, 2, 202, 1, 1
0, 2242.0, 5665.0, 2, 11, 4, 2585.0, 1, 1, 7, 0, 2, 129, 3258, 1
1, 415.0, 154.0, 2, 3, 5, 35.0, 0, 0, 0, 0, 2, 216, 1, 1
0, 2075.0, 1025.0, 2, 11, 4, 71.0, 1, 1, 2, 1, 2, 49, 1, 1
1, 4192.0, 42.0, 2, 8, 8, 21.0, 1, 1, 6, 0, 2, 220, 949, 1
1, 5142.0, 4.0, 2, 14, 8, 4.0, 1, 0, 0, 0, 2, 0, 3001, 1
0, 4417.0, 6665.0, 2, 11, 4, 7375.0, 1, 1, 3, 1, 2, 0, 1, 1
1, 2575.0, 5.0, 2, 8, 4, 146.0, 1, 1, 5, 1, 2, 312, 1, 1
1, 2333.0, 11625.0, 1, 9, 4, 835.0, 1, 0, 0, 1, 2, 160, 301, 1
1, 2125.0, 15.0, 2, 9, 4, 15.0, 0, 0, 0, 0, 2, 150, 9, 1
0, 1883.0, 954.0, 2, 6, 4, 85.0, 1, 0, 0, 0, 2, 100, 1, 1
0, 3233.0, 54.0, 2, 13, 4, 4.0, 1, 0, 0, 0, 2, 440, 11178, 1
0, 1783.0, 11.0, 2, 14, 8, 1.0, 1, 1, 11, 0, 2, 0, 3001, 1
1, 21.0, 3.0, 1, 2, 4, 1085.0, 1, 1, 8, 1, 2, 160, 2, 1
1, 3925.0, 95.0, 2, 7, 4, 65.0, 1, 1, 14, 0, 2, 240, 4608, 1
0, 2242.0, 1125.0, 1, 14, 8, 75.0, 1, 1, 4, 0, 2, 0, 322, 1
0, 2475.0, 125.0, 2, 6, 4, 15.0, 1, 1, 12, 1, 2, 120, 568, 1
1, 2392.0, 15.0, 2, 2, 8, 1875.0, 1, 1, 6, 0, 2, 200, 328, 1
0, 2008.0, 125.0, 2, 11, 4, 1.0, 0, 1, 1, 0, 2, 240, 769, 1
1, 2725.0, 1585.0, 2, 13, 8, 1835.0, 1, 1, 12, 1, 2, 583, 714, 1
0, 2575.0, 5.0, 2, 8, 8, 875.0, 1, 0, 0, 1, 2, 491, 1, 1
1, 335.0, 175.0, 2, 14, 8, 45.0, 1, 1, 4, 1, 2, 253, 858, 1
1, 1375.0, 4.0, 1, 9, 4, 175.0, 1, 1, 2, 1, 2, 120, 1001, 1
1, 3358.0, 275.0, 2, 7, 4, 425.0, 1, 1, 6, 0, 2, 204, 1, 1
1, 2325.0, 4.0, 2, 8, 5, 25.0, 1, 0, 0, 1, 2, 160, 1, 1
1, 2192.0, 54.0, 1, 14, 4, 4.0, 1, 1, 1, 1, 2, 840, 60, 1
1, 4142.0, 5.0, 2, 11, 8, 5.0, 1, 1, 6, 1, 2, 470, 1, 1
0, 4583.0, 105.0, 2, 11, 4, 5.0, 1, 1, 7, 1, 2, 0, 1, 1
1, 39.0, 5.0, 2, 13, 4, 35.0, 1, 1, 10, 1, 2, 0, 1, 1
1, 4767.0, 29.0, 2, 8, 5, 15.0, 1, 1, 20, 0, 2, 0, 15001, 1
1, 3408.0, 8.0, 1, 7, 5, 4.0, 1, 1, 1, 1, 2, 280, 2001, 1
1, 1617.0, 4.0, 2, 8, 4, 4.0, 0, 0, 0, 0, 2, 0, 1, 1
1, 2392.0, 665.0, 2, 8, 4, 165.0, 0, 0, 0, 0, 2, 100, 1, 1
1, 3417.0, 917.0, 2, 8, 4, 45.0, 1, 1, 12, 1, 2, 0, 222, 1
0, 305.0, 65.0, 2, 8, 5, 4.0, 1, 1, 7, 1, 2, 0, 3066, 1
0, 3775.0, 55.0, 2, 11, 4, 125.0, 1, 0, 0, 1, 2, 228, 1, 1
0, 2292.0, 11585.0, 2, 13, 4, 4.0, 1, 0, 0, 0, 2, 80, 1350, 1
0, 4608.0, 3.0, 2, 8, 4, 2375.0, 1, 1, 8, 1, 2, 396, 4160, 1
1, 4325.0, 3.0, 2, 11, 8, 6.0, 1, 1, 11, 0, 2, 80, 1, 1
1, 3933.0, 5875.0, 2, 13, 8, 10.0, 1, 1, 14, 1, 2, 399, 1, 1
0, 6408.0, 165.0, 2, 1, 1, 0.0, 1, 1, 1, 0, 2, 232, 101, 1
1, 185.0, 2.0, 2, 3, 4, 15.0, 1, 1, 2, 0, 2, 120, 301, 1
1, 2417.0, 875.0, 2, 11, 4, 4625.0, 1, 1, 2, 1, 2, 520, 2001, 1
1, 205.0, 10.0, 1, 8, 4, 25.0, 1, 0, 0, 0, 1, 40, 1, 1
1, 4817.0, 7625.0, 2, 9, 8, 155.0, 1, 1, 12, 0, 2, 0, 791, 1
0, 3217.0, 146.0, 2, 9, 4, 1085.0, 1, 1, 16, 0, 2, 120, 2080, 1
1, 2567.0, 125.0, 2, 13, 4, 121.0, 1, 1, 67, 1, 2, 140, 259, 1
1, 3992.0, 621.0, 2, 11, 4, 4.0, 1, 1, 1, 0, 2, 200, 301, 1
1, 3017.0, 5.0, 2, 8, 4, 175.0, 1, 1, 11, 0, 2, 32, 541, 1
1, 6008.0, 145.0, 2, 1, 1, 18.0, 1, 1, 15, 1, 2, 0, 1001, 1
1, 5642.0, 28.0, 1, 8, 4, 285.0, 1, 1, 40, 0, 2, 0, 16, 1
1, 1608.0, 75.0, 2, 8, 4, 175.0, 1, 1, 5, 1, 2, 352, 691, 1
1, 2892.0, 15.0, 2, 8, 8, 5335.0, 1, 1, 11, 0, 2, 0, 2284, 1
1, 5675.0, 1225.0, 2, 7, 4, 125.0, 1, 1, 4, 1, 2, 200, 1, 1
0, 245.0, 1275.0, 2, 8, 5, 475.0, 1, 1, 2, 0, 2, 73, 445, 1
1, 2767.0, 2.0, 2, 14, 8, 1.0, 1, 1, 4, 0, 2, 140, 7545, 1
0, 6867.0, 15.0, 2, 10, 9, 0.0, 1, 1, 14, 0, 2, 0, 3377, 1
0, 2808.0, 15.0, 1, 10, 9, 0.0, 1, 0, 0, 0, 2, 0, 13213, 1
