@relation  australian
@attribute A1{0,1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4{1,2,3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8{0,1}
@attribute A9{0,1}
@attribute A10 integer[0,67]
@attribute A11{0,1}
@attribute A12{1,2,3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class{0,1}
@inputs A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14
@outputs Class
@data
0, 3575.0, 915.0, 2, 6, 4, 75.0, 1, 1, 4, 0, 2, 0, 1584, 1
0, 2842.0, 35.0, 2, 9, 4, 835.0, 1, 0, 0, 0, 1, 280, 1, 1
0, 46.0, 4.0, 2, 5, 3, 0.0, 1, 0, 0, 0, 2, 100, 961, 1
1, 395.0, 425.0, 2, 8, 5, 65.0, 1, 1, 16, 0, 2, 117, 1211, 1
1, 3517.0, 45.0, 2, 14, 8, 575.0, 0, 0, 0, 1, 1, 711, 1, 1
1, 2267.0, 165.0, 2, 8, 3, 225.0, 0, 0, 0, 1, 1, 0, 1, 1
1, 2317.0, 0.0, 2, 8, 4, 0.0, 0, 0, 0, 0, 3, 184, 1, 1
0, 4117.0, 65.0, 2, 11, 4, 5.0, 1, 1, 3, 1, 2, 145, 1, 1
1, 4833.0, 12.0, 2, 7, 4, 16.0, 1, 0, 0, 0, 1, 110, 1, 1
1, 32.0, 175.0, 1, 10, 8, 4.0, 1, 0, 0, 1, 2, 393, 1, 1
0, 1875.0, 75.0, 2, 11, 4, 271.0, 1, 1, 5, 0, 2, 184, 26727, 1
1, 3157.0, 4.0, 2, 14, 4, 5.0, 1, 1, 3, 1, 2, 290, 2280, 1
1, 2183.0, 25.0, 2, 2, 8, 665.0, 1, 0, 0, 1, 2, 0, 1, 1
1, 1967.0, 375.0, 2, 11, 4, 2.0, 1, 1, 2, 1, 2, 80, 1, 1
1, 2925.0, 1479.0, 2, 6, 4, 504.0, 1, 1, 5, 1, 2, 168, 1, 1
1, 56.0, 125.0, 2, 4, 8, 8.0, 1, 0, 0, 1, 2, 24, 2029, 1
0, 3367.0, 375.0, 2, 13, 4, 375.0, 0, 0, 0, 0, 2, 300, 45, 1
1, 3167.0, 16165.0, 2, 2, 4, 3.0, 1, 1, 9, 0, 2, 250, 731, 1
1, 2675.0, 1125.0, 2, 14, 8, 125.0, 1, 0, 0, 0, 2, 0, 5299, 1
0, 3825.0, 6.0, 2, 4, 4, 1.0, 1, 0, 0, 1, 2, 0, 1, 1
1, 2017.0, 5625.0, 2, 9, 4, 171.0, 1, 0, 0, 0, 1, 120, 1, 1
1, 6775.0, 55.0, 2, 10, 9, 13.0, 1, 1, 1, 1, 2, 0, 1, 1
1, 43.0, 29.0, 1, 13, 8, 175.0, 1, 1, 8, 0, 2, 100, 376, 1
1, 2992.0, 1835.0, 2, 8, 8, 4335.0, 1, 0, 0, 0, 2, 260, 201, 1
1, 44.0, 2.0, 2, 7, 4, 175.0, 1, 1, 2, 1, 2, 0, 16, 1
1, 4825.0, 25085.0, 2, 9, 4, 175.0, 1, 1, 3, 0, 2, 120, 15, 1
0, 2283.0, 229.0, 2, 11, 8, 229.0, 1, 1, 7, 1, 2, 140, 2385, 1
0, 2042.0, 835.0, 2, 11, 4, 1585.0, 1, 1, 1, 0, 2, 0, 1, 1
0, 4133.0, 1.0, 2, 3, 5, 225.0, 1, 0, 0, 1, 2, 0, 301, 1
1, 2758.0, 204.0, 1, 6, 4, 2.0, 1, 1, 3, 1, 2, 370, 561, 1
1, 4175.0, 96.0, 2, 14, 4, 25.0, 1, 0, 0, 0, 2, 510, 601, 1
1, 5742.0, 85.0, 2, 10, 8, 7.0, 1, 1, 3, 0, 2, 0, 1, 1
1, 3625.0, 5.0, 2, 8, 5, 25.0, 1, 1, 6, 0, 2, 0, 368, 1
1, 3425.0, 3.0, 2, 13, 8, 7415.0, 1, 0, 0, 1, 2, 0, 1, 1
1, 3317.0, 3165.0, 1, 14, 4, 3165.0, 1, 1, 3, 1, 2, 380, 1, 1
0, 30.0, 529.0, 2, 10, 2, 225.0, 1, 1, 5, 1, 2, 99, 501, 1
0, 5842.0, 21.0, 2, 3, 5, 10.0, 1, 1, 13, 0, 2, 0, 6701, 1
0, 5833.0, 10.0, 2, 11, 4, 4.0, 1, 1, 14, 0, 2, 0, 1603, 1
0, 3675.0, 5125.0, 2, 10, 4, 5.0, 1, 0, 0, 1, 2, 0, 4001, 1
1, 175.0, 22.0, 3, 1, 7, 0.0, 0, 0, 0, 1, 3, 450, 100001, 1
