@relation  australian
@attribute A1{0,1}
@attribute A2 real[16.0,8025.0]
@attribute A3 real[0.0,26335.0]
@attribute A4{1,2,3}
@attribute A5 integer[1,14]
@attribute A6 integer[1,9]
@attribute A7 real[0.0,14415.0]
@attribute A8{0,1}
@attribute A9{0,1}
@attribute A10 integer[0,67]
@attribute A11{0,1}
@attribute A12{1,2,3}
@attribute A13 integer[0,2000]
@attribute A14 integer[1,100001]
@attribute Class{0,1}
@inputs A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14
@outputs Class
@data
1, 2392.0, 585.0, 1, 13, 8, 125.0, 0, 0, 0, 0, 2, 240, 2, 0
1, 1767.0, 446.0, 2, 8, 4, 25.0, 0, 0, 0, 0, 1, 80, 1, 0
1, 35.0, 3375.0, 2, 8, 8, 829.0, 0, 0, 0, 1, 2, 0, 1, 0
1, 1708.0, 85.0, 1, 8, 4, 4.0, 0, 0, 0, 0, 2, 140, 723, 0
1, 245.0, 13335.0, 1, 6, 4, 4.0, 0, 0, 0, 1, 2, 120, 476, 0
1, 2375.0, 415.0, 1, 8, 4, 4.0, 0, 1, 2, 0, 2, 128, 7, 0
1, 375.0, 175.0, 1, 8, 5, 25.0, 1, 0, 0, 1, 2, 164, 401, 0
1, 6275.0, 7.0, 2, 10, 9, 0.0, 0, 0, 0, 0, 2, 0, 13, 0
0, 2175.0, 1175.0, 2, 8, 4, 25.0, 0, 0, 0, 1, 2, 180, 1, 0
0, 2075.0, 954.0, 2, 3, 4, 4.0, 0, 0, 0, 0, 2, 200, 1001, 0
1, 3367.0, 125.0, 2, 9, 4, 1165.0, 0, 0, 0, 0, 2, 120, 1, 0
1, 2783.0, 4.0, 1, 3, 8, 575.0, 1, 1, 2, 1, 2, 75, 1, 0
0, 3225.0, 15.0, 2, 8, 4, 25.0, 0, 0, 0, 1, 2, 372, 123, 0
1, 2067.0, 529.0, 2, 11, 4, 375.0, 1, 1, 1, 0, 2, 160, 1, 0
1, 2542.0, 54.0, 2, 9, 4, 165.0, 0, 1, 1, 0, 2, 272, 445, 0
0, 2858.0, 1665.0, 2, 11, 4, 2415.0, 1, 0, 0, 1, 2, 440, 1, 0
0, 245.0, 175.0, 1, 8, 4, 165.0, 0, 0, 0, 0, 2, 132, 1, 0
1, 3825.0, 10125.0, 1, 4, 4, 125.0, 0, 0, 0, 0, 2, 160, 1, 0
0, 45.0, 4585.0, 2, 4, 8, 1.0, 0, 0, 0, 1, 1, 240, 1, 0
1, 2225.0, 9.0, 2, 6, 4, 85.0, 0, 0, 0, 0, 2, 0, 1, 0
1, 3475.0, 25.0, 2, 13, 5, 5.0, 0, 0, 0, 0, 2, 348, 1, 0
1, 2567.0, 221.0, 1, 6, 4, 4.0, 1, 0, 0, 0, 2, 188, 1, 0
1, 2117.0, 875.0, 1, 8, 8, 25.0, 0, 0, 0, 0, 2, 280, 205, 0
1, 2817.0, 125.0, 1, 4, 4, 85.0, 0, 0, 0, 0, 2, 216, 2101, 0
0, 165.0, 125.0, 2, 11, 4, 25.0, 0, 1, 1, 0, 2, 108, 99, 0
0, 1958.0, 665.0, 2, 9, 4, 1665.0, 0, 0, 0, 0, 2, 220, 6, 0
1, 2458.0, 125.0, 2, 9, 4, 875.0, 1, 0, 0, 1, 2, 260, 1, 0
1, 6917.0, 9.0, 2, 1, 1, 4.0, 0, 1, 1, 0, 2, 70, 7, 0
1, 4875.0, 26335.0, 1, 1, 1, 0.0, 1, 0, 0, 1, 2, 0, 1, 0
1, 2267.0, 105.0, 2, 11, 8, 1335.0, 1, 0, 0, 0, 2, 100, 1, 1
1, 2667.0, 271.0, 1, 13, 4, 525.0, 1, 1, 1, 0, 2, 211, 1, 1
1, 3517.0, 25.0, 2, 4, 4, 45.0, 1, 1, 7, 0, 2, 150, 1271, 1
1, 3208.0, 4.0, 2, 7, 4, 25.0, 1, 0, 0, 1, 2, 360, 1, 1
1, 3858.0, 3335.0, 2, 9, 4, 4.0, 1, 1, 14, 0, 2, 383, 1345, 1
1, 485.0, 425.0, 2, 7, 4, 125.0, 1, 0, 0, 1, 2, 225, 1, 1
0, 2517.0, 2875.0, 2, 14, 8, 875.0, 1, 0, 0, 0, 2, 360, 1, 1
1, 3908.0, 6.0, 2, 7, 4, 129.0, 1, 1, 5, 1, 2, 108, 1098, 1
1, 4767.0, 25.0, 2, 7, 5, 25.0, 1, 1, 12, 1, 2, 410, 2511, 1
1, 2867.0, 9335.0, 2, 11, 8, 5665.0, 1, 1, 6, 0, 2, 381, 169, 1
0, 2558.0, 0.0, 2, 8, 4, 0.0, 0, 0, 0, 0, 3, 184, 1, 1
1, 2317.0, 11125.0, 2, 14, 8, 46.0, 1, 1, 1, 0, 2, 100, 1, 1
1, 1808.0, 55.0, 2, 4, 4, 5.0, 1, 0, 0, 0, 2, 80, 1, 1
1, 42.0, 979.0, 2, 14, 8, 796.0, 1, 1, 8, 0, 2, 0, 1, 1
1, 525.0, 65.0, 2, 4, 4, 629.0, 1, 1, 15, 0, 2, 0, 11203, 1
1, 1942.0, 65.0, 2, 9, 8, 146.0, 1, 1, 7, 0, 2, 80, 2955, 1
1, 28.0, 2.0, 2, 4, 8, 4165.0, 1, 1, 2, 1, 2, 181, 1, 1
1, 2533.0, 58.0, 2, 8, 4, 29.0, 1, 1, 7, 1, 2, 96, 5125, 1
1, 2258.0, 1004.0, 2, 14, 4, 4.0, 1, 1, 9, 0, 2, 60, 397, 1
1, 2233.0, 11.0, 2, 9, 4, 2.0, 1, 1, 1, 0, 2, 80, 279, 1
0, 1883.0, 95.0, 2, 9, 4, 1625.0, 1, 1, 6, 1, 2, 40, 601, 1
1, 2308.0, 115.0, 2, 3, 4, 35.0, 1, 1, 9, 0, 2, 56, 743, 1
1, 2767.0, 1375.0, 2, 9, 4, 575.0, 1, 0, 0, 1, 2, 487, 501, 1
0, 2875.0, 375.0, 2, 8, 4, 1085.0, 1, 1, 1, 1, 2, 371, 1, 1
0, 245.0, 5.0, 2, 11, 8, 15.0, 1, 0, 0, 0, 2, 280, 825, 1
1, 25.0, 1125.0, 2, 8, 4, 25.0, 1, 1, 17, 0, 2, 200, 1209, 1
1, 3733.0, 65.0, 2, 7, 8, 425.0, 1, 1, 12, 1, 2, 93, 1, 1
0, 2167.0, 115.0, 1, 5, 3, 0.0, 1, 1, 11, 1, 2, 0, 1, 1
0, 2067.0, 3.0, 2, 11, 4, 165.0, 1, 1, 3, 0, 2, 100, 7, 1
1, 3917.0, 171.0, 2, 14, 4, 125.0, 1, 1, 5, 1, 2, 480, 1, 1
1, 4858.0, 65.0, 2, 11, 8, 6.0, 1, 0, 0, 1, 2, 350, 1, 1
1, 18.0, 165.0, 2, 11, 7, 21.0, 0, 0, 0, 0, 2, 200, 41, 1
1, 3317.0, 304.0, 1, 8, 8, 204.0, 1, 1, 1, 1, 2, 180, 18028, 1
0, 5283.0, 15.0, 2, 8, 4, 55.0, 1, 1, 14, 0, 2, 0, 2201, 1
1, 2208.0, 11.0, 2, 13, 4, 665.0, 1, 0, 0, 0, 2, 100, 1, 1
0, 1583.0, 585.0, 2, 8, 8, 15.0, 1, 1, 2, 0, 2, 100, 1, 1
1, 2825.0, 875.0, 2, 7, 4, 96.0, 1, 1, 3, 1, 2, 396, 1, 1
1, 1917.0, 95.0, 2, 9, 4, 15.0, 1, 0, 0, 0, 2, 120, 2207, 1
1, 3192.0, 446.0, 2, 13, 8, 604.0, 1, 1, 3, 0, 2, 311, 301, 1
0, 2075.0, 10335.0, 2, 13, 8, 335.0, 1, 1, 1, 1, 2, 80, 51, 1
1, 3742.0, 204.0, 2, 9, 4, 4.0, 1, 0, 0, 1, 2, 400, 5801, 1
1, 3758.0, 0.0, 2, 8, 4, 0.0, 0, 0, 0, 0, 3, 184, 1, 1
1, 2433.0, 6625.0, 1, 2, 4, 55.0, 1, 0, 0, 1, 1, 100, 1, 1
1, 6542.0, 11.0, 2, 10, 9, 20.0, 1, 1, 7, 1, 2, 22, 1, 1
0, 295.0, 46.0, 2, 4, 4, 54.0, 1, 1, 4, 0, 2, 380, 501, 1
1, 2267.0, 1585.0, 1, 9, 4, 3085.0, 1, 1, 6, 0, 2, 80, 1, 1
0, 235.0, 9.0, 2, 11, 4, 85.0, 1, 1, 5, 1, 2, 120, 1, 1
0, 1917.0, 8585.0, 2, 13, 8, 75.0, 1, 1, 7, 0, 2, 96, 1, 1
1, 205.0, 2415.0, 2, 8, 4, 2.0, 1, 1, 11, 1, 2, 200, 3001, 1
1, 4217.0, 504.0, 2, 11, 8, 1275.0, 1, 0, 0, 1, 2, 92, 1, 1
0, 4667.0, 46.0, 2, 13, 8, 415.0, 1, 1, 11, 1, 2, 440, 7, 1
0, 1892.0, 9.0, 2, 6, 4, 75.0, 1, 1, 2, 0, 2, 88, 592, 1
1, 5133.0, 10.0, 2, 3, 5, 0.0, 1, 1, 11, 0, 2, 0, 1250, 1
1, 5658.0, 185.0, 2, 2, 5, 15.0, 1, 1, 17, 1, 2, 0, 1, 1
1, 5442.0, 5.0, 1, 4, 8, 396.0, 1, 0, 0, 0, 2, 180, 315, 1
0, 4742.0, 3.0, 2, 14, 4, 13875.0, 1, 1, 2, 1, 2, 519, 1705, 1
0, 5008.0, 1254.0, 2, 6, 4, 229.0, 1, 1, 3, 1, 2, 156, 1, 1
0, 23.0, 1175.0, 2, 14, 8, 5.0, 1, 1, 2, 1, 2, 300, 552, 1
1, 2517.0, 35.0, 2, 13, 4, 625.0, 1, 1, 7, 0, 2, 0, 7060, 1
1, 5783.0, 704.0, 2, 7, 4, 14.0, 1, 1, 6, 1, 2, 360, 1333, 1
1, 5592.0, 115.0, 2, 1, 1, 5.0, 1, 1, 5, 0, 2, 0, 8852, 1
